_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,label
895,a4311,b547,"""Experimental design : a chemometric approach""","""Stanley N. Deming and Stephen L. Morgan""","""Amsterdam ; Elsevier ; 1987. New York, NY, U.S.A. : Distributors for the U.S. and Canada, Elsevier Science Pub. Co., 1987.""","""Books""",9780444427342,"""Data handling in science and technology ; v. 3,""","""nan""","""Experimental design : a chemometric approach  ""","""Deming, Stanley N., 1944-""","""Amsterdam ; Elsevier ; 1987.""","""Electronic books.""",9780444427342,"""Data handling in science and technology ; v. 3.""","""1 online resource (xiii, 285 p.)""",1
906,a651,b385,"""Data integration in the life sciences : 12th International Conference, DILS 2017, Luxembourg, Luxembourg, November 14-15, 2017, Proceedings""","""Marcos Da Silveira, Cédric Pruski, Reinhard Schneider (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319697512,"""Lecture notes in computer science ; 10649,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,""","""nan""","""Data integration in the life sciences : 12th International Conference, DILS 2017, Luxembourg, Luxembourg, November 14-15, 2017, Proceedings  ""","""Da Silveira, Marcos, | Pruski, CÃ©dric, | Schneider, Reinhard,""","""Cham, Switzerland""","""Electronic books.""",9783319697512,"""Lecture notes in computer science ; 10649. 0302-9743 Lecture notes in computer science. Lecture notes in bioinformatics. LNCS sublibrary. SL 8, Bioinformatics.""","""1 online resource (vii, 109 pages)""",1
908,a5146,b695,"""Transactions on large-scale data- and knowledge-centered systems XXV""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662495346,"""Lecture notes in computer science ; 9620,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXIX  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland,""","""Berlin, Germany""","""Electronic books.""",9783662540374,"""Lecture notes in computer science ; 10120. 0302-9743""","""1 online resource (vii, 135 pages)""",0
910,a5399,b695,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXIX  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland,""","""Berlin, Germany""","""Electronic books.""",9783662540374,"""Lecture notes in computer science ; 10120. 0302-9743""","""1 online resource (vii, 135 pages)""",0
911,a5426,b695,"""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Heidelberg : Springer, [2015] ©2015""","""Books""",9783662463352,"""Lecture notes in computer science ; 8970,Transactions on large-scale data- and knowledge-centered systems ; 17,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXIX  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland,""","""Berlin, Germany""","""Electronic books.""",9783662540374,"""Lecture notes in computer science ; 10120. 0302-9743""","""1 online resource (vii, 135 pages)""",0
919,a996,b695,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXIX  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland,""","""Berlin, Germany""","""Electronic books.""",9783662540374,"""Lecture notes in computer science ; 10120. 0302-9743""","""1 online resource (vii, 135 pages)""",0
920,a3709,b695,"""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data""","""Abdelkader Hameurlain [and more] (eds.)""","""Heidelberg : Springer, 2015.""","""Books""",9783662465622,"""Lecture notes in computer science ; 8990,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXIX  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland,""","""Berlin, Germany""","""Electronic books.""",9783662540374,"""Lecture notes in computer science ; 10120. 0302-9743""","""1 online resource (vii, 135 pages)""",0
925,a4969,b907,"""Transactions on large-scale data- and knowledge-centered systems XXXI special issue on data and security engineering""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662541739,"""Lecture notes in computer science ; 10140,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems X : special issue on database- and expert-systems applications  ""","""Hameurlain, Abdelkader,""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642412219,"""Lecture notes in computer science ; 8220.""","""1 online resource (x, 199 pages).""",0
931,a5640,b907,"""Transactions on large-scale data- and knowledge-centered systems XXXIII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Reza Akbarinia, Esther Pacitti (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662556962,"""Lecture notes in computer science ; 10430,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems X : special issue on database- and expert-systems applications  ""","""Hameurlain, Abdelkader,""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642412219,"""Lecture notes in computer science ; 8220.""","""1 online resource (x, 199 pages).""",0
933,a3709,b907,"""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data""","""Abdelkader Hameurlain [and more] (eds.)""","""Heidelberg : Springer, 2015.""","""Books""",9783662465622,"""Lecture notes in computer science ; 8990,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems X : special issue on database- and expert-systems applications  ""","""Hameurlain, Abdelkader,""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642412219,"""Lecture notes in computer science ; 8220.""","""1 online resource (x, 199 pages).""",0
939,a1120,b6846,"""Imaging technologies and data processing for food engineers""","""Nesli Sozer, editor""","""Cham : Springer, 2016.""","""Books""",9783319247359,"""Food engineering series,""","""nan""","""Imaging technologies and data processing for food engineers  ""","""Sozer, Nesli,""","""Cham""","""Electronic books.""",9783319247359,"""Food engineering series.""","""1 online resource (x, 353 pages)""",1
953,a5583,b5906,"""Computational linguistics and intelligent text processing : 5th International Conference, CICLing 2004, Seoul, Korea, February 15-21, 2004 : proceedings""","""Alexander Gelbukh, ed""","""Berlin ; New York : Springer, [2004] ©2004""","""Books""",9783540210061,"""Lecture notes in computer science. 2945,""","""nan""","""Computational linguistics and intelligent text processing : 15th International Conference, CICLing 2014, Kathmandu, Nepal, April 6-12, 2014, Proceedings. Part II  ""","""Gelbukh, Alexander,""","""Heidelberg""","""Electronic books.""",9783642549038,"""Lecture notes in computer science ; 8404. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxiv, 581 pages)""",0
954,a1446,b5187,"""Recent trends in algebraic development techniques : 15th international workshop, WADT 2001 Joint with the CoFI WG Meeting, Genova, Italy, April 1-3, 2001 : selected papers""","""Maura Cerioli, Gianna Reggio (eds.)""","""Berlin ; London : Springer, [2001] ©2001""","""Books""",9783540431596,"""Lecture notes in computer science. 2267,""","""nan""","""Recent trends in algebraic development techniques : 15th international workshop, WADT 2001 Joint with the CoFI WG Meeting, Genova, Italy, April 1-3, 2001 : selected papers  ""","""Cerioli, Maura. | Reggio, Gianna,""","""Berlin ; Springer, c2001.""","""Electronic books. | Conference proceedings.""",9783540456452,"""Lecture notes in computer science ; 2267.""","""1 online resource (x, 343 p.)""",1
955,a4784,b266,"""Data analysis and statistics for geography, environmental science, and engineering""","""Miguel F. Acevedo""","""Boca Raton : CRC Press, [2013] ©2013""","""Books""",9781439885017,"""nan""","""nan""","""Data analysis and statistics for geography, environmental science, and engineering  ""","""Acevedo, Miguel F.""","""Boca Raton""","""nan""",9781439885017,"""nan""","""xxi, 535 p.""",1
956,a4845,b6278,"""Introduction to computational materials science : fundamentals to applications""","""Richard LeSar, Iowa State University""","""Cambridge ; New York : Cambridge University Press, 2013. ©2013""","""Books""",9781107334588,"""nan""","""nan""","""Introduction to computational materials science : fundamentals to applications  ""","""LeSar, R. (Richard), 1953-""","""Cambridge ; New York""","""nan""",9780521845878,"""nan""","""xiii, 414 pages""",1
987,a5342,b862,"""Data management in grid and peer-to-peer systems : 4th international conference, Globe 2011, Toulouse, France, September 1-2, 2011 : proceedings""","""Abdelkader Hameurlain, A Min Tjoa (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642229473,"""Lecture notes in computer science ; 6864,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data management in grid and peer-to-peer systems : second international conference ; proceedings, Globe 2009, Linz, Austria, September 1-2, 2009  ""","""Hameurlain, Abdelkader. | Tjoa, A. Min.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642037153,"""Lecture notes in computer science ; 5697.""","""1 online resource (viii, 149 pages)""",0
989,a3279,b862,"""Data warehousing and knowledge discovery : 11th international conference, DaWaK 2009, Linz, Austria, August 31-September 2, 2009 : proceedings""","""Torben Bach Pedersen, Mukesh K. Mohania, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642037306,"""Lecture notes in computer science ; 5691,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data management in grid and peer-to-peer systems : second international conference ; proceedings, Globe 2009, Linz, Austria, September 1-2, 2009  ""","""Hameurlain, Abdelkader. | Tjoa, A. Min.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642037153,"""Lecture notes in computer science ; 5697.""","""1 online resource (viii, 149 pages)""",0
991,a1876,b862,"""Data management in grid and peer-to-peer systems : second international conference, Globe 2009, Linz, Austria, September 1-2, 2009 : proceedings""","""Abdelkader Hameurlain, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642037153,"""Lecture notes in computer science ; 5697,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data management in grid and peer-to-peer systems : second international conference ; proceedings, Globe 2009, Linz, Austria, September 1-2, 2009  ""","""Hameurlain, Abdelkader. | Tjoa, A. Min.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642037153,"""Lecture notes in computer science ; 5697.""","""1 online resource (viii, 149 pages)""",1
995,a5399,b862,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan""","""Data management in grid and peer-to-peer systems : second international conference ; proceedings, Globe 2009, Linz, Austria, September 1-2, 2009  ""","""Hameurlain, Abdelkader. | Tjoa, A. Min.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642037153,"""Lecture notes in computer science ; 5697.""","""1 online resource (viii, 149 pages)""",0
1004,a2821,b6753,"""Medical informatics : knowledge management and data mining in biomedicine""","""edited by Hsinchun Chen ... [and others]""","""New York, NY : Springer, 2005.""","""Books""",9780387243818,"""Integrated series in information systems,Kluwer's integrated series on information systems,""","""nan""","""Medical informatics : knowledge management and data mining in biomedicine  ""","""Chen, Hsinchun.""","""New York, NY""","""Electronic books.""",9780387257396,"""Integrated series in information systems""","""xliii, 647 p.""",1
1006,a4897,b597,"""New directions in rough sets, data mining, and granular-soft computing : 7th International Workshop, RSFDGrC'99, Yamaguchi, Japan, November 9-11, 1999 : proceedings""","""Ning Zhong, Andrzej Skowron, Setsuo Ohsuga (eds.)""","""Berlin ; New York : Springer, [1999] ©1999""","""Books""",9783540666455,"""Lecture notes in computer science ; 1711,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""New directions in rough sets, data mining, and granular-soft computing : 7th International Workshop, RSFDGrC'99, Yamaguchi, Japan, November 9-11, 1999 : proceedings  ""","""Zhong, Ning, | Skowron, Andrzej. | Åsuga, Setsuo,""","""Berlin ; Springer, c1999.""","""Electronic books. | Conference proceedings.""",9783540480617,"""Lecture notes in computer science ; 1711. Lecture notes in computer science. Lecture notes in artificial intelligence.""","""1 online resource (xiv, 558 p.)""",1
1007,a5674,b597,"""Methodologies for knowledge discovery and data mining: Third Pacific-Asia Conference, PAKDD-99, Beijing, China, April 1999 : proceedings""","""Ning Zhong, Lizhi Zhou, eds""","""Berlin ; New York : Springer, [1999] ©1999""","""Books""",9783540658665,"""Lecture notes in computer science ; 1574,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""New directions in rough sets, data mining, and granular-soft computing : 7th International Workshop, RSFDGrC'99, Yamaguchi, Japan, November 9-11, 1999 : proceedings  ""","""Zhong, Ning, | Skowron, Andrzej. | Åsuga, Setsuo,""","""Berlin ; Springer, c1999.""","""Electronic books. | Conference proceedings.""",9783540480617,"""Lecture notes in computer science ; 1711. Lecture notes in computer science. Lecture notes in artificial intelligence.""","""1 online resource (xiv, 558 p.)""",0
1016,a3312,b790,"""Improving collection of indicators of criminal justice system involvement in population health data programs : proceedings of a workshop""","""Jordyn White and Esha Sinha, rapporteurs ; Committee on National Statistics, Division of Behavioral and Social Sciences and Education, the National Academies of Sciences, Engineering, Medicine.""","""Washington, DC : the National Academies Press, [2017] ©2017.""","""Books""",9780309453370,"""nan""","""nan""","""Improving collection of indicators of criminal justice system involvement in population health data programs : proceedings of a workshop  ""","""White, Jordyn, | Sinha, Esha,""","""Washington, DC""","""nan""",9780309453370,"""nan""","""x, 90 pages""",1
1018,a5590,b4920,"""Using SPSS for Windows and Macintosh : analyzing and understanding data""","""Samuel B. Green, Neil J. Salkind""","""Fifth edition. Upper Saddle River, N.J. : Pearson/Prentice Hall, 2008.""","""Books""",9780131890251,"""nan""","""nan""","""Using SPSS for Windows and Macintosh : analyzing and understanding data  ""","""Green, Samuel B., 1947-""","""Boston""","""nan""",9780205020409,"""nan""","""xv, 459 pages""",1
1020,a804,b5268,"""Science formative assessment : 75 practical strategies for linking assessment, instruction, and learning""","""Page Keeley""","""Thousand Oaks, CA : Corwin Press, [2008] ©2008""","""Books""",9781412941792,"""nan""","""nan""","""Science formative assessment : 75 practical strategies for linking assessment, instruction, and learning  ""","""Keeley, Page.""","""Thousand Oaks, CA""","""nan""",9781412941792,"""nan""","""xiv, 233 p.""",1
1023,a1194,b2222,"""Data assimilation : making sense of observations""","""William Lahoz, Boris Khattatov, Richard Ménard, editors""","""Heidleberg ; London : Springer, [2010] ©2010""","""Books""",9783540747024,"""nan""","""nan""","""Data assimilation : making sense of observations  ""","""Lahoz, William Albert. | Khattatov, Boris. | MÃ©nard, Richard.""","""Heidleberg ; Springer, Â©2010.""","""Electronic books.""",9783540747031,"""nan""","""1 online resource (xiv, 718 pages)""",1
1029,a5397,b568,"""Data Management Technologies and Applications 5th International Conference, DATA 2016, Colmar, France, July 24-26, 2016, Revised Selected Papers""","""edited by Chiara Francalanci, Markus Helfert""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319629117,"""Communications in computer and information science ; 737,""","""nan""","""Data management technologies and applications : 4th International Conference, DATA 2015, Colmar, France, July 20-22, 2015 revised selected papers  ""","""Helfert, Markus, | Holzinger, Andreas, | Belo, Orlando | Francalanci, Chiara,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319301624,"""Communications in computer and information science ; 584. 1865-0929""","""1 online resource (xi, 155 pages).""",0
1030,a4221,b568,"""Data Management Technologies and Applications : Third International Conference, DATA 2014, Vienna, Austria, August 29-31, 2014, revised selected papers""","""edited by Markus Helfert, Andreas Holzinger, Orlando Belo, Chiara Francalanci""","""1st ed. 2015. Cham : Springer International Publishing : Imprint: Springer, 2015. ©2015""","""Books""",9783319259369,"""Communications in computer and information science ; 178,""","""nan""","""Data management technologies and applications : 4th International Conference, DATA 2015, Colmar, France, July 20-22, 2015 revised selected papers  ""","""Helfert, Markus, | Holzinger, Andreas, | Belo, Orlando | Francalanci, Chiara,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319301624,"""Communications in computer and information science ; 584. 1865-0929""","""1 online resource (xi, 155 pages).""",0
1031,a3376,b568,"""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware Machine Learning for Health Data Science, PAML 2016, Salzburg, Austria, August 31 - September 2, 2016, Proceedings""","""Francesco Buccafurri, Andreas Holzinger, Peter Kieseberg, A Min Tjoa, Edgar Weippl (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319455075,"""Lecture notes in computer science ; 9817,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data management technologies and applications : 4th International Conference, DATA 2015, Colmar, France, July 20-22, 2015 revised selected papers  ""","""Helfert, Markus, | Holzinger, Andreas, | Belo, Orlando | Francalanci, Chiara,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319301624,"""Communications in computer and information science ; 584. 1865-0929""","""1 online resource (xi, 155 pages).""",0
1032,a2396,b568,"""Human-computer interaction and knowledge discovery in complex, unstructured, big data : third International Workshop, HCI-KDD 2013, held at SouthCHI 2013, Maribor, Slovenia, July 1-3, 2013, proceedings""","""Andreas Holzinger, Gabriella Pasi (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642391460,"""Lecture notes in computer science ; 7947,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data management technologies and applications : 4th International Conference, DATA 2015, Colmar, France, July 20-22, 2015 revised selected papers  ""","""Helfert, Markus, | Holzinger, Andreas, | Belo, Orlando | Francalanci, Chiara,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319301624,"""Communications in computer and information science ; 584. 1865-0929""","""1 online resource (xi, 155 pages).""",0
1038,a2087,b5926,"""Algebraic algorithms and error-correcting codes : 3rd international conference, AAECC-3, Grenoble, France, July 15-19, 1985, proceedings""","""edited by Jacques Calmet""","""Berlin ; New York : Springer-Verlag, [1986] ©1986""","""Books""",9780387167763,"""Lecture notes in computer science ; 229,""","""nan""","""Artificial Intelligence and Symbolic Mathematical Computing : International Conference AISMC-1 Karlsruhe, Germany, August 3-6, 1992 Proceedings  ""","""Calmet, Jacques.""","""Berlin, Heidelberg""","""Electronic books.""",9783540480631,"""Lecture notes in computer science ; 737. 0302-9743""","""1 online resource""",0
1039,a5557,b3909,"""Programming projects in C for students of engineering, science, and mathematics""","""Rouben Rostamian""","""Baltimore, Maryland : University of Maryland, Baltimore County, [2014]""","""Books""",9781611973501,"""Computational science and engineering ; 13,""","""nan""","""Programming projects in C for students of engineering, science, and mathematics  ""","""Rostamian, Rouben, 1949-""","""Baltimore, Maryland""","""Electronic books.""",9781611973501,"""Computational science and engineering ; 13.""","""1 online resource (xv, 393 pages).""",1
1040,a1614,b3909,"""Programming projects in C : for students of engineering, science, and mathematics""","""Rouben Rostamian""","""Philadelphia : Society for Industrial and Applied Mathematics, [2014]""","""Books""",9781611973495,"""Computational science and engineering ; 13,""","""nan""","""Programming projects in C for students of engineering, science, and mathematics  ""","""Rostamian, Rouben, 1949-""","""Baltimore, Maryland""","""Electronic books.""",9781611973501,"""Computational science and engineering ; 13.""","""1 online resource (xv, 393 pages).""",1
1123,a2372,b801,"""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings""","""Abdelkader Hameurlain, Franck Morvan, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642151088,"""Lecture notes in computer science ; 6265,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data warehousing and knowledge discovery : 11th International Conference, DaWaK 2009 Linz, Austria, August 31-September 2, 2009, proceedings  ""","""Pedersen, Torben Bach. | Mohania, Mukesh. | Tjoa, A. Min.""","""Berlin ; Springer-Verlag, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642037306,"""Lecture notes in computer science ; 5691.""","""1 online resource.""",0
1126,a5686,b801,"""Data warehousing and knowledge discovery : 16th International Conference, DaWaK 2014, Munich, Germany, September 2-4, 2014, proceedings""","""Ladjel Bellatreche, Mukesh K. Mohania (eds.)""","""Cham : Springer, [2014] ©2014""","""Books""",9783319101606,"""Lecture notes in computer science ; 8646,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data warehousing and knowledge discovery : 11th International Conference, DaWaK 2009 Linz, Austria, August 31-September 2, 2009, proceedings  ""","""Pedersen, Torben Bach. | Mohania, Mukesh. | Tjoa, A. Min.""","""Berlin ; Springer-Verlag, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642037306,"""Lecture notes in computer science ; 5691.""","""1 online resource.""",0
1127,a4110,b801,"""Data warehousing and knowledge discovery : 5th international conference, DaWaK 2003, Prague, Czech Republic, September 3-5, 2003 : proceedings""","""Yahiko Kambayashi, Mukesh Mohania, Wolfram Wöss (eds.)""","""Berlin ; New York : Springer-Verlag, [2003] ©2003""","""Books""",9783540408079,"""Lecture notes in computer science ; 2737,""","""nan""","""Data warehousing and knowledge discovery : 11th International Conference, DaWaK 2009 Linz, Austria, August 31-September 2, 2009, proceedings  ""","""Pedersen, Torben Bach. | Mohania, Mukesh. | Tjoa, A. Min.""","""Berlin ; Springer-Verlag, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642037306,"""Lecture notes in computer science ; 5691.""","""1 online resource.""",0
1130,a2077,b4854,"""Information security and cryptology : 6th international conference, Inscrypt 2010, Shanghai, China, October 20-24, 2010 : revised selected papers""","""Xuejia Lai, Moti Yung, Dongdai Lin (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642215186,"""Lecture notes in computer science ; 6584,""","""nan""","""Trusted systems : third International Conference, INTRUST 2011, Beijing, China, November 27-29, 2011, Revised selected papers  ""","""Chen, Liqun. | Yung, Moti. | Zhu, Liehuang.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642322983,"""Lecture notes in computer science ; 7222. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 350 pages)""",0
1131,a4561,b4854,"""Information security and cryptology : 4th international conference, Inscrypt 2008, Beijing, China, December 14-17, 2008 : revised selected papers""","""Moti Yung, Peng Liu, Dongdai Lin (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642014406,"""Lecture notes in computer science ; 5487,""","""nan""","""Trusted systems : third International Conference, INTRUST 2011, Beijing, China, November 27-29, 2011, Revised selected papers  ""","""Chen, Liqun. | Yung, Moti. | Zhu, Liehuang.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642322983,"""Lecture notes in computer science ; 7222. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 350 pages)""",0
1136,a3061,b99,"""Modeling techniques in predictive analytics : business problems and solutions with R""","""Thomas W. Miller""","""Revised and expanded edition. Upper Saddle River, N.J. : Pearson, [2015] ©2015""","""Books""",9780133886016,"""nan""","""nan""","""Marketing data science : modeling techniques in predictive analytics with R and Python  ""","""Miller, Thomas W.""","""Old Tappan, New Jersey""","""Electronic books.""",9780133887662,"""nan""","""1 online resource""",0
1140,a1608,b564,"""Data structures and algorithms : an object-oriented approach using Ada 95""","""John Beidler""","""New York : Springer, [1997] ©1997""","""Books""",9780387948348,"""Undergraduate texts in computer science,Texts in computer science,""","""nan""","""Data structures and algorithms : an object-oriented approach using Ada 95  ""","""Beidler, John, 1941-""","""New York""","""Electronic books.""",9781461218548,"""Undergraduate texts in computer science.""","""1 online resource (xvi, 364 pages)""",1
1141,a1751,b5366,"""Natural language processing and Chinese computing : Third CCF Conference, NLPCC 2014, Shenzhen, China, December 5-9, 2014, proceedings""","""edited by Chengqing Zong, Jian-Yun Nie, Dongyan Zhao, Yansong Feng""","""Berlin : Springer, 2014.""","""Books""",9783662459249,"""Communications in computer and information science ; 496,""","""nan""","""Natural language processing and Chinese computing : Third CCF Conference, NLPCC 2014, Shenzhen, China, December 5-9, 2014. Proceedings  ""","""Zong, Chengqing, | Nie, Jian-Yun, | Zhao, Dongyan, | Feng, Yansong,""","""Berlin""","""Electronic books.""",9783662459249,"""Communications in computer and information science ; 496. 1865-0929""","""1 online resource (xviii, 474 p.)""",1
1142,a1355,b5366,"""The Semantic Web and Web Science : 8th Chinese Conference, CSWS 2014, Wuhan, China, August 8-12, 2014, revised selected papers""","""edited by Dongyan Zhao, Jianfeng Du, Haofen Wang, Peng Wang, Donghong Ji, Jeff Z. Pan""","""Heidelberg : Springer, 2014.""","""Books""",9783662454954,"""Communications in computer and information science ; 480,""","""nan""","""Natural language processing and Chinese computing : Third CCF Conference, NLPCC 2014, Shenzhen, China, December 5-9, 2014. Proceedings  ""","""Zong, Chengqing, | Nie, Jian-Yun, | Zhao, Dongyan, | Feng, Yansong,""","""Berlin""","""Electronic books.""",9783662459249,"""Communications in computer and information science ; 496. 1865-0929""","""1 online resource (xviii, 474 p.)""",0
1148,a2678,b2090,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 14th China National Conference, CCL 2015, and third International Symposium, NLP-NABD 2015, Guangzhou, China, November 13-14, 2015, proceedings""","""Maosong Sun, Zhiyuan Liu, Min Zhang, Yang Liu (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319258164,"""Lecture notes in computer science. Lecture notes in artificial intelligence 9427,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Information computing and applications : third International Conference, ICICA 2012, Chengde, China, September 14-16, 2012. Proceedings. Part II  ""","""Liu, Chunfeng. | Wang, Leizhen. | Yang, Aimin.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642340413,"""Communications in computer and information science ; 308.""","""1 online resource.""",0
1149,a4637,b2090,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 15th China National Conference, CCL 2016, and 4th International Symposium, NLP-NABD 2016, Yantai, China, October 15-16, 2016, Proceedings""","""edited by Maosong Sun, Xuanjing Huang, Hongfei Lin, Zhiyuan Liu, Yang Liu""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319476742,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 10035,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Information computing and applications : third International Conference, ICICA 2012, Chengde, China, September 14-16, 2012. Proceedings. Part II  ""","""Liu, Chunfeng. | Wang, Leizhen. | Yang, Aimin.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642340413,"""Communications in computer and information science ; 308.""","""1 online resource.""",0
