,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
922,922,a2587,b505,"""Health information science : 5th International Conference, HIS 2016, Shanghai, China, November 5-7, 2016, Proceedings""","""Xiaoxia Yin, James Geller, Ye Li, Rui Zhou, Hua Wang, Yanchun Zhang (eds.)""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319483351,"""Lecture notes in computer science ; 10038,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
923,923,a182,b505,"""Advanced data mining and applications : 8th International Conference, ADMA 2012, Nanjing, China, December 15-18, 2012 : proceedings""","""Shuigeng Zhou, Songmao Zhang, George Karypis (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642355271,"""Lecture notes in computer science ; 7713,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
924,924,a3634,b505,"""Advances in knowledge discovery and data mining : 19th Pacific-Asia Conference, PAKDD 2015, Ho Chi Minh City, Vietnam, May 19-22, 2015, proceedings. Part II""","""Tru Cao, Ee-Peng Lim, Zhi-Hua Zhou, Tu-Bao Ho, David Cheung, Hiroshi Motoda (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319180328,"""Lecture notes in computer science ; 9078,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
925,925,a2678,b505,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 14th China National Conference, CCL 2015, and third International Symposium, NLP-NABD 2015, Guangzhou, China, November 13-14, 2015, proceedings""","""Maosong Sun, Zhiyuan Liu, Min Zhang, Yang Liu (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319258164,"""Lecture notes in computer science. Lecture notes in artificial intelligence 9427,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
926,926,a5409,b505,"""Web-age information management : 17th International Conference, WAIM 2016, Nanchang, China, June 3-5, 2016, Proceedings. Part II""","""Bin Cui, Nan Zhang, Jianliang Xu, Xiang Lian, Dexi Liu (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319399584,"""Lecture notes in computer science ; 9659,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
928,928,a1138,b505,"""Intelligent data engineering and automated learning -- IDEAL 2016 : 17th International Conference, Yangzhou, China, October 12-14, 2016, Proceedings""","""Hujun Yin, Yang Gao, Bin Li, Daoqiang Zhang, Ming Yang, Yun Li, Frank Klawonn, Antonio J. Tallón-Ballesteros (eds.)""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319462578,"""Lecture notes in computer science ; 9937,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
929,929,a1337,b505,"""Intelligent data engineering and automated learning -- IDEAL 2017 : 18th International Conference, Guilin, China, October 30-November 1, 2017, Proceedings""","""edited by Hujun Yin, Yang Gao, Songcan Chen, Yimin Wen, Guoyong Cai, Tianlong Gu, Junping Du, Antonio J. Tallón-Ballesteros, Minling Zhang (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319689357,"""Lecture notes in computer science ; 10585,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
930,930,a4491,b505,"""Web-age information management : 17th International Conference, WAIM 2016, Nanchang, China, June 3-5, 2016, Proceedings. Part I""","""Bin Cui, Nan Zhang, Jianliang Xu, Xiang Lian, Dexi Liu (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319399379,"""Lecture notes in computer science ; 9658,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
931,931,a2456,b505,"""Advanced data mining and applications : 13th International Conference, ADMA 2017, Singapore, November 5-6, 2017, Proceedings""","""edited by Gao Cong, Wen-Chih Peng, Wei Emma Zhang, Chengliang Li, Aixin Sun""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319691794,"""Lecture notes in computer science ; 10604,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Intelligence Science and Big Data Engineering. Image and Video Data Engineering : 5th International Conference, IScIDE 2015, Suzhou, China, June 14-16, 2015, Revised Selected...""","""He, Xiaofei, | Gao, Xinbo, | Zhang, Yanning, | Zhou, Zhi-Hua, | Liu, Zhi-Yong, | Fu, Baochuan, | Hu, Fuyuan, | Zhang, Zhancheng,""","""Cham""","""Electronic books.""",9783319239897,"""Lecture notes in computer science ; 9242. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xix, 661 p.)"""
932,932,a3506,b49,"""Advanced statistical methods in data science""","""Ding-Geng (Din) Chen, Jiahua Chen, Xuewen Lu, Grace Y. Yi, Hao Yu, editors""","""Singapore : Springer, 2016.""","""Books""",9789811025945,"""ICSA book series in statistics,""","""nan""","""Advanced statistical methods in data science  ""","""Chen, Ding-Geng, | Chen, Jiahua, | Lu, Xuewen, | Yi, Grace, | Yu, Hao,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811025945,"""ICSA book series in statistics.""","""1 online resource."""
935,935,a4936,b925,"""Advanced data mining and applications : 6th international conference, ADMA 2010, Chongqing, China, November 19-21, 2010 : proceedings""","""Longbing Cao, Yong Feng, Jiang Zhong (eds.)""","""Berlin ; New York : Springer, 2010.""","""Books""",9783642173165,"""Lecture notes in computer science ; 6440-6441,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Agents and data mining interaction : 4th international workshop, ADMI 2009, Budapest, Hungary, May 10-15, 2009 : revised selected papers  ""","""Cao, Longbing,""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642036033,"""Lecture notes in computer science ; 5680. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xii, 198 pages)"""
936,936,a879,b925,"""Agents and data mining interaction : 4th international workshop, ADMI 2009, Budapest, Hungary, May 10-15, 2009 : revised selected papers""","""Longbing Cao ... [and others] (eds.)""","""Berlin ; New York, NY : Springer, [2009] ©2009""","""Books""",9783642036033,"""Lecture notes in computer science ; 5680,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Agents and data mining interaction : 4th international workshop, ADMI 2009, Budapest, Hungary, May 10-15, 2009 : revised selected papers  ""","""Cao, Longbing,""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642036033,"""Lecture notes in computer science ; 5680. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xii, 198 pages)"""
937,937,a1619,b925,"""Agents and data mining interaction : 8th International Workshop, ADMI 2012, Valencia, Spain, June 4-5, 2012, revised selected papers""","""Longbing Cao ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642362880,"""Lecture notes in computer science ; 7607,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Agents and data mining interaction : 4th international workshop, ADMI 2009, Budapest, Hungary, May 10-15, 2009 : revised selected papers  ""","""Cao, Longbing,""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642036033,"""Lecture notes in computer science ; 5680. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xii, 198 pages)"""
938,938,a4146,b925,"""Agents and data mining interaction : 6th International Workshop on Agents and Data Mining Interaction, ADMI 2010, Toronto, ON, Canada, May 11, 2010 : revised selected papers""","""Longbing Cao ... [and others] (eds.)""","""Berlin ; New York : Springer, 2010.""","""Books""",9783642154201,"""Lecture notes in computer science ; 5980,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Agents and data mining interaction : 4th international workshop, ADMI 2009, Budapest, Hungary, May 10-15, 2009 : revised selected papers  ""","""Cao, Longbing,""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642036033,"""Lecture notes in computer science ; 5680. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xii, 198 pages)"""
939,939,a1918,b925,"""Advances in knowledge discovery and data mining : 15th Pacific-Asia Conference, PAKDD 2011, Shenzhen, China, May 24-27, 2011 : proceedings""","""Joshua Zhexue Huang, Longbing Cao, Jaideep Srivastava (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642208416,"""Lecture notes in computer science ; 6634-6635,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Agents and data mining interaction : 4th international workshop, ADMI 2009, Budapest, Hungary, May 10-15, 2009 : revised selected papers  ""","""Cao, Longbing,""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642036033,"""Lecture notes in computer science ; 5680. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xii, 198 pages)"""
940,940,a2191,b925,"""Advances in knowledge discovery and data mining : 21st Pacific-Asia Conference, PAKDD 2017, Jeju, South Korea, May 23-26, 2017, Proceedings. Part I""","""Jinho Kim, Kyuseok Shim, Longbing Cao, Jae-Gil Lee, Xuemin Lin, Yang-Sae Moon (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319574547,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 10234,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Agents and data mining interaction : 4th international workshop, ADMI 2009, Budapest, Hungary, May 10-15, 2009 : revised selected papers  ""","""Cao, Longbing,""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642036033,"""Lecture notes in computer science ; 5680. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xii, 198 pages)"""
941,941,a4830,b925,"""Agents and data mining interaction : 7th international workshop, ADMI 2011, Taipei, Taiwan, May 2-6, 2011 : revised selected papers""","""Longbing Cao ... [and others] (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642276095,"""Lecture notes in computer science ; 7103,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Agents and data mining interaction : 4th international workshop, ADMI 2009, Budapest, Hungary, May 10-15, 2009 : revised selected papers  ""","""Cao, Longbing,""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642036033,"""Lecture notes in computer science ; 5680. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xii, 198 pages)"""
942,942,a3229,b2623,"""Environmental data analysis with MatLab""","""William Menke, Joshua Menke""","""Second Edition. Amsterdam : Elsevier Academic Press, [2016].""","""Books""",9780128045503,"""nan""","""nan""","""Environmental data analysis with MatLab  ""","""Menke, William""","""Amsterdam""","""Electronic books.""",9780128045503,"""nan""","""1 online resource (xvii, 321 pages)"""
944,944,a2059,b5885,"""Fuzziness in information systems : how to deal with crisp and fuzzy data in selection, classification, and summarization""","""by Miroslav Hudec""","""Cham : Springer, 2016.""","""Books""",9783319425184,"""nan""","""nan""","""Fuzziness in information systems : how to deal with crisp and fuzzy data in selection, classification, and summarization  ""","""Hudec, Miroslav""","""Cham""","""Electronic books.""",9783319425184,"""nan""","""1 online resource (xxii, 198 pages)"""
945,945,a1388,b1008,"""Algorithms-- ESA 2012 : 20th Annual European Symposium, Ljubljana, Slovenia, September 10-12, 2012. Proceedings""","""Leah Epstein, Paolo Ferragina (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642330902,"""Lecture notes in computer science ; 7501,Lecture notes in computer science. Advanced research in computing and software science,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Algorithms-- ESA 2012 : 20th Annual European Symposium, Ljubljana, Slovenia, September 10-12, 2012. Proceedings  ""","""Epstein, Leah. | Ferragina, Paolo,""","""Berlin ; Springer, c2012.""","""Electronic books. | Conference papers and proceedings.""",9783642330902,"""Lecture notes in computer science ; 7501. Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
958,958,a1509,b1489,"""Spatio-temporal image analysis for longitudinal and time-series image data : third International Workshop, STIA 2014, held in Conjunction with MICCAI 2014, Boston, MA, USA, September 18, 2014, revised selected papers""","""Stanley Durrleman, Tom Fletcher, Guido Gerig, Marc Niethammer, Xavier Pennec (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319149059,"""Lecture notes in computer science ; 8682,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan""","""Spatio-temporal image analysis for longitudinal and time-series image data : second International Workshop, STIA 2012, held in conjunction with MICCAI 2012, Nice, France,...""","""Durrleman, Stanley.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642335556,"""Lecture notes in computer science ; 7570. LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource"""
963,963,a2808,b6256,"""Strategies for preservation of and open access to scientific data in China : summary of a workshop""","""Paul F. Uhlir and Julie M. Esanu, rapporteurs ; U.S. National Committee for CODATA, Board on International Scientific Organizations, National Research Council of the National Academies""","""Washington, DC : National Academies Press, [2006] ©2006""","""Books""",9780309102308,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
964,964,a5230,b6256,"""Data and research to improve the U.S. food availability system and estimates of food loss : a workshop report""","""Nancy J. Kirkendall, rapporteur ; Committee on National Statistics, Division of Behavioral and Social Sciences and Education ; Food and Nutrition Board, Institute of Medicine""","""Washington, D.C. : National Academies Press, [2015] ©2015""","""Books""",9780309314183,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
965,965,a5280,b6256,"""Computer aided innovation of new materials : proceedings of the First International Conference and Exhibition on Computer Applications to Materials Science and Engineering-CAMSE '90, Sunshine City, Ikebukuro, Tokyo, Japan, August 28-31, 1990""","""edited by Masao Doyama [and others] ; organized by the Organizing Committee of the First International Conference on Computer Applications to Materials Science and Engineering [and] the Nikkan Kogyo Shimbun, Ltd""","""Amsterdam ; North-Holland ; 1991. New York, N.Y., U.S.A. : Elsevier Science Pub. Co. [distributor], 1991.""","""Books""",9780444597335,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
982,982,a4059,b6256,"""The role of scientific and technical data and information in the public domain : proceedings of a symposium""","""Julie M. Esanu and Paul F. Uhlir, editors ; Steering Committee on the Role of Scientific and Technical Data and Information in the Public Domain, Office of International Scientific and Technical Information Programs, Board on International Scientific Organizations, Policy and Global Affairs Division, National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, [2003] ©2003""","""Books""",9780309088503,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
983,983,a1678,b6256,"""Simulation in engineering sciences : applications to the automatic control of mechanical and energy systems : proceedings of the IMACS international symposium, Nantes, France, 9-11 May, 1983""","""edited by J. Burger and Y. Jarny ; organized by AFCET and ENSM ; sponsored by IFAC Applications Committee""","""Amsterdam ; New York : North-Holland ; New York, N.Y. : Sole distributors for the U.S.A. and Canada, Elsevier Science Publishers, 1983.""","""Books""",9780444867957,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
984,984,a4111,b6256,"""Computer aided innovation of new materials : proceedings of the First International Conference and Exhibition on Computer Applications to Materials Science and Engineering-CAMSE '90, Sunshine City, Ikebukuro, Tokyo, Japan, August 28-31, 1990""","""edited by Masao Doyama ... [and others] ; organized by the Organizing Committee of the First International Conference on Computer Applications to Materials Science and Engineering [and] the Nikkan Kogyo Shimbun, Ltd""","""Amsterdam ; New York : North-Holland ; New York, N.Y., U.S.A. : Elsevier Science Pub. Co. [distributor], 1991.""","""Books""",9780444888648,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
987,987,a4894,b6256,"""Using data sharing to improve coordination in peacebuilding : report of a workshop by the National Academy of Engineering and the United States Institute of Peace, Roundtable on Technology, Science, and Peacebuilding""","""Andrew Robertson and Steve Olson, rapporteurs ; National Academy of Engineering of the National Academies ; United States Institute of Peace""","""Washington, DC : The National Academies Press, [2012] ©2012""","""Books""",9780309265140,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
992,992,a5174,b6256,"""Nursing uses of computers and information science : proceedings of the IFIP-IMIA International Symposium on Nursing Uses of Computers and Information Science, Calgary, Alberta, Canada, 1-3 May 1985""","""edited by Kathryn J. Hannah, Evelyn J. Guillemin, and Dorothy N. Conklin ; organized by the International Medical Informatics Association (IMIA), a special interest group of the International Federation for Information Processing (IFIP), with the support of the Conference Office of the University of Calgary""","""Amsterdam ; New York : North-Holland ; New York, N.Y., U.S.A. : Sole distributors for the U.S.A. and Canada, Elsevier Science Pub. Co., 1985.""","""Books""",9780444879042,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
997,997,a1527,b6256,"""Emerging frameworks and methods : CoLIS 4 : proceedings of the Fourth International Conference on Conceptions of Library and Information Science, Seattle, WA, USA, July 21-25, 2002""","""organized by the Information School, University of Washington in cooperation with Department of Information Studies, University of Tampere, Finland [and] Royal School of Library and Information Science, Denmark [and] American Society for Information Science and Technology ; editors, Harry Bruce ... [and others]""","""Greenwood Village, Colo. : Libraries Unlimited, 2002.""","""Books""",9781591580164,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
998,998,a4289,b6256,"""Big data and analysis for infectious disease research, operations, and policy : proceedings of a workshop""","""Joe Alper, rapporteur ; Forum of Microbial Threats, Board on Global Health, Health and Medicine Division, the National Academies of Sciences, Engineering, Medicine""","""Washington, DC : the National Academies Press, [2016]""","""Books""",9780309450119,"""nan""","""nan""","""Cybersecurity : a review of public and private efforts to secure our nation's Internet infrastructure : hearing before the Subcommittee on Information Policy, Census, and...""","""United States. Congress. House. Committee on Oversight and Government Reform. Subcommittee on Information Policy, Census, and National Archives.""","""Washington""","""nan""",9780160813672,"""nan""","""iii, 136 p. ; 24 cm."""
1003,1003,a4519,b4257,"""Knowledge graph and semantic computing : semantic, knowledge, and linked big data : first China Conference, CCKS 2016, Beijing, China, September 19-22, 2016, Revised selected papers""","""Huajun Chen, Heng Ji, Le Sun, Haixun Wang, Tieyun Qian, Tong Ruan (eds.)""","""Singapore : Springer, 2016.""","""Books""",9789811031687,"""Communications in computer and information science ; 650,""","""nan""","""Natural language processing and Chinese computing : 4th CCF Conference, NLPCC 2015, Nanchang, China, October 9-13, 2015, Proceedings  ""","""Li, Juanzi, | Ji, Heng, | Zhao, Dongyan, | Feng, Yansong,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319252070,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9362. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource."""
1004,1004,a1751,b4257,"""Natural language processing and Chinese computing : Third CCF Conference, NLPCC 2014, Shenzhen, China, December 5-9, 2014, proceedings""","""edited by Chengqing Zong, Jian-Yun Nie, Dongyan Zhao, Yansong Feng""","""Berlin : Springer, 2014.""","""Books""",9783662459249,"""Communications in computer and information science ; 496,""","""nan""","""Natural language processing and Chinese computing : 4th CCF Conference, NLPCC 2015, Nanchang, China, October 9-13, 2015, Proceedings  ""","""Li, Juanzi, | Ji, Heng, | Zhao, Dongyan, | Feng, Yansong,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319252070,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9362. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource."""
