,_id,ltable_ID_x,rtable_ID_x,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
847,14706,a1391,b3825,"""Computational statistics in the earth sciences : with applications in MATLAB""","""Alan D. Chave, Woods Hole Oceanographic Institute, Massachusetts""","""Cambridge, United Kingdom ; New York, NY : Cambridge University Press, 2017. ©2017""","""Books""",9781107096004,"""nan""","""nan""","""Computational statistics in the earth sciences : with applications in MATLAB  ""","""Chave, Alan Dana""","""Cambridge""","""Electronic books.""",9781316156100,"""nan""","""1 online resource"""
848,14708,a3284,b3831,"""Incomplete data and data dependencies in relational databases""","""Sergio Greco, Cristian Molinaro, and Francesca Spezzano""","""[San Rafael, Calif.] : Morgan & Claypool, [2012] ©2012""","""Books""",9781608459278,"""Synthesis lectures on data management ; #29,""","""nan""","""Incomplete data and data dependencies in relational databases ""","""Greco, Sergio.""","""San Rafael, Calif.""","""Electronic books.""",9781608459278,"""Synthesis lectures on data management ; #29. 2153-5418""","""1 online resource (xi, 111 pages)"""
849,14709,a2682,b3848,"""Managing and sharing research data : a guide to good practice""","""Louise Corti, Veerle Van den Eynden, Libby Bishop & Matthew Woollard""","""Los Angeles : SAGE, 2014. ©2014""","""Books""",9781446267257,"""nan""","""nan""","""Managing and sharing research data : a guide to good practice  ""","""Corti, Louise""","""Los Angeles""","""EinfÃ¼hrung.""",9781446267257,"""nan""","""x, 222 pages"""
850,14717,a5413,b3863,"""Data structures using Java""","""Duncan A. Buell""","""Burlington, Mass. : Jones & Bartlett Learning, [2013] ©2013""","""Books""",9781449628079,"""nan""","""nan""","""Data structures using Java  ""","""Buell, Duncan A.""","""Burlington, Mass.""","""nan""",9781449628079,"""nan""","""xvi, 391 p."""
851,14726,a4376,b3907,"""C++ plus data structures""","""Nell Dale""","""Third edition. Boston, MA : Jones and Bartlett, 2003.""","""Books""",9780585451169,"""nan""","""nan""","""C++ plus data structures  ""","""Dale, Nell (Nell B.)""","""Burlington, MA""","""Electronic books.""",9781284089196,"""nan""","""1 online resource"""
852,14731,a4376,b3908,"""C++ plus data structures""","""Nell Dale""","""Third edition. Boston, MA : Jones and Bartlett, 2003.""","""Books""",9780585451169,"""nan""","""nan""","""C++ plus data structures  ""","""Dale, Nell (Nell B.)""","""Burlington, MA""","""Electronic books.""",9781284089196,"""nan""","""1 online resource"""
853,14734,a1614,b3909,"""Programming projects in C : for students of engineering, science, and mathematics""","""Rouben Rostamian""","""Philadelphia : Society for Industrial and Applied Mathematics, [2014]""","""Books""",9781611973495,"""Computational science and engineering ; 13,""","""nan""","""Programming projects in C for students of engineering, science, and mathematics  ""","""Rostamian, Rouben, 1949-""","""Baltimore, Maryland""","""Electronic books.""",9781611973501,"""Computational science and engineering ; 13.""","""1 online resource (xv, 393 pages)."""
854,14735,a5557,b3909,"""Programming projects in C for students of engineering, science, and mathematics""","""Rouben Rostamian""","""Baltimore, Maryland : University of Maryland, Baltimore County, [2014]""","""Books""",9781611973501,"""Computational science and engineering ; 13,""","""nan""","""Programming projects in C for students of engineering, science, and mathematics  ""","""Rostamian, Rouben, 1949-""","""Baltimore, Maryland""","""Electronic books.""",9781611973501,"""Computational science and engineering ; 13.""","""1 online resource (xv, 393 pages)."""
855,14736,a2780,b3911,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International Symposium, NLP-NABD 2017, Nanjing, China, October 13-15, 2017, Proceedings""","""Maosong Sun, Xiaojie Wang, Baobao Chang, Deyi Xiong (eds.)""","""Cham : Springer, 2017.""","""Books""",9783319690056,"""Lecture notes in computer science ; 10565,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International...""","""Sun, Maosong, | Wang, Xiaojie, | Chang, Baobao, | Xiong, Deyi,""","""Cham""","""Electronic books.""",9783319690056,"""Lecture notes in computer science ; 10565. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 482 pages)"""
856,14751,a1399,b3924,"""Instance selection and construction for data mining""","""edited by Huan Liu, Hiroshi Motoda""","""Boston : Kluwer Academic Publishers, [2001] ©2001""","""Books""",9780792372097,"""Kluwer international series in engineering and computer science ; SECS 608,""","""nan""","""Instance Selection and Construction for Data Mining ""","""Liu, Huan.""","""Boston, MA""","""Electronic books.""",9781475733594,"""International series in engineering and computer science ; 608.""","""1 online resource (xxv, 416 pages)."""
857,14772,a3002,b3932,"""Number by colors : a guide to using color to understand technical data""","""Brand Fortner, Theodore E. Meyer""","""Santa Clara, Calif. : TELOS, Electronic Library of Science, [1997] ©1997""","""Books""",9780387946856,"""nan""","""nan""","""Number by Colors : a Guide to Using Color to Understand Technical Data  ""","""Fortner, Brand.""","""New York, NY""","""Electronic books.""",9781461218920,"""nan""","""1 online resource (XXV, 349 pages)"""
858,14777,a195,b3933,"""The potential impact of high-end capability computing on four illustrative fields of science and engineering""","""Committee on the Potential Impact of High-End Computing on Illustrative Fields of Science and Engineering, Division on Engineering and Physical Sciences, Division on Earth and Life Sciences""","""Washington, DC : National Academies Press, [2008] ©2008""","""Books""",9780309124850,"""nan""","""nan""","""The potential impact of high-end capability computing on four illustrative fields of science and engineering  ""","""National Research Council (U.S.). Committee on the Potential Impact of High-End Computing on Illustrative Fields of Science and Engineering.""","""Washington, DC""","""nan""",9780309124850,"""nan""","""xiv, 142 p."""
859,14786,a671,b3933,"""The potential impact of high-end capability computing on four illustrative fields of science and engineering""","""Committee on the Potential Impact of High-End Computing on Illustrative Fields of Science and Engineering, Division on Engineering and Physical Sciences, Division on Earth and Life Sciences""","""Washington, DC : National Academies Press, [2008] ©2008""","""Books""",9780309124867,"""nan""","""nan""","""The potential impact of high-end capability computing on four illustrative fields of science and engineering  ""","""National Research Council (U.S.). Committee on the Potential Impact of High-End Computing on Illustrative Fields of Science and Engineering.""","""Washington, DC""","""nan""",9780309124850,"""nan""","""xiv, 142 p."""
860,14832,a2417,b3933,"""The potential impact of high-end capability computing on four illustrative fields of science and engineering""","""Committee on the Potential Impact of High-End Computing on Illustrative Fields of Science and Engineering, Division on Engineering and Physical Sciences, Division on Earth and Life Sciences""","""Washington, DC : National Academies Press, c2008. Washington, DC : National Academies Press, c2008.""","""Books""",9786611972912,"""nan""","""nan""","""The potential impact of high-end capability computing on four illustrative fields of science and engineering  ""","""National Research Council (U.S.). Committee on the Potential Impact of High-End Computing on Illustrative Fields of Science and Engineering.""","""Washington, DC""","""nan""",9780309124850,"""nan""","""xiv, 142 p."""
861,15167,a1743,b3934,"""High performance computing in science and engineering '16 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2016""","""Wolfgang E. Nagel, Dietmar H. Kröner, Michael M. Resch, editors""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319470665,"""nan""","""nan""","""High performance computing in science and engineering '08 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2008  ""","""Nagel, Wolfgang E. | KrÃ¶ner, Dietmar. | Resch, Michael.""","""Berlin ; Springer, 2008.""","""Electronic books. | Conference papers and proceedings.""",9783540883036,"""Mathematics and Statistics (Springer).""","""1 online resource (xii, 613 pages)"""
862,15168,a5441,b3934,"""High performance computing in science and engineering '15 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2015""","""Wolfgang E. Nagel, Dietmar H. Kröner, Michael M. Resch, editors""","""Cham : Springer, 2016.""","""Books""",9783319246338,"""nan""","""nan""","""High performance computing in science and engineering '08 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2008  ""","""Nagel, Wolfgang E. | KrÃ¶ner, Dietmar. | Resch, Michael.""","""Berlin ; Springer, 2008.""","""Electronic books. | Conference papers and proceedings.""",9783540883036,"""Mathematics and Statistics (Springer).""","""1 online resource (xii, 613 pages)"""
863,15181,a1602,b3939,"""Data structures and abstractions with Java""","""Frank M. Carrano, Walter Savitch""","""Upper Saddle River, NJ : Prentice Hall, [2003] ©2003""","""Books""",9780130174895,"""nan""","""nan""","""Data structures and abstractions with Java  ""","""Carrano, Frank M.""","""Boston""","""nan""",9780136100911,"""nan""","""xxvi, 781, [198] pages"""
864,15184,a4456,b3939,"""Data structures and abstractions with Java""","""Frank M. Carrano, University of Rhode Island""","""Fourth edition. Boston : Pearson, [2015]""","""Books""",9780133744057,"""nan""","""nan""","""Data structures and abstractions with Java  ""","""Carrano, Frank M.""","""Boston""","""nan""",9780136100911,"""nan""","""xxvi, 781, [198] pages"""
865,15189,a3185,b3940,"""Image processing and data analysis : the multiscale approach""","""J.-L. Starck, F. Murtagh, A. Bijaoui""","""Cambridge, U.K. ; New York : Cambridge University Press, 1998.""","""Books""",9780521590846,"""nan""","""nan""","""Image Processing and Data Analysis : the Multiscale Approach  ""","""Starck, Jean-Luc. | Murtagh, Fionn D. | Bijaoui, Albert.""","""Cambridge""","""Electronic books.""",9780511564352,"""nan""","""1 online resource (300 pages)"""
866,15210,a3892,b3947,"""Knowledge machines : digital transformations of the sciences and humanities""","""Eric T. Meyer and Ralph Schroeder""","""Cambridge, Massachusetts : The MIT Press, [2015]""","""Books""",9780262028745,"""Infrastructures series,""","""nan""","""Knowledge machines : digital transformations of the sciences and humanities  ""","""Meyer, Eric T., 1966-""","""Cambridge, Massachusetts ; London, England""","""nan""",9780262028745,"""Infrastructures series.""","""x, 271 pages"""
867,15215,a5484,b3952,"""Computational neural networks for geophysical data processing""","""edited by Mary M. Poulton""","""1st ed. New York : Pergamon, 2001.""","""Books""",9780080439860,"""Handbook of geophysical exploration. Seismic exploration ; v. 30,""","""nan""","""Computational neural networks for geophysical data processing ""","""Poulton, Mary M.""","""New York""","""Electronic books.""",9780080439860,"""Handbook of geophysical exploration. Section I, Seismic exploration ; v. 30.""","""1 online resource (xiii, 335 p.)"""
868,15496,a149,b3978,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""2nd ed. Indianapolis, Indiana : Wiley, 2016. ©2016""","""Books""",9781119183419,"""nan""","""nan""","""Data analysis using SQL and Excel ""","""Linoff, Gordon.""","""Indianapolis, Ind.""","""Electronic books.""",9780470099513,"""nan""","""1 online resource (xli, 645 p.)"""
869,15497,a4114,b3978,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Indianapolis, IN : Wiley Pub., [2008] ©2008""","""Books""",9780470099513,"""nan""","""nan""","""Data analysis using SQL and Excel ""","""Linoff, Gordon.""","""Indianapolis, Ind.""","""Electronic books.""",9780470099513,"""nan""","""1 online resource (xli, 645 p.)"""
870,15498,a4888,b3978,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Second edition. Indianapolis, IN : John Wiley & Sons, Inc., [2016] ©2016""","""Books""",9781119021445,"""nan""","""nan""","""Data analysis using SQL and Excel ""","""Linoff, Gordon.""","""Indianapolis, Ind.""","""Electronic books.""",9780470099513,"""nan""","""1 online resource (xli, 645 p.)"""
871,15499,a4962,b3978,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Second edition. Indianapolis, IN : John Wiley & Sons, Inc., [2016] ©2016""","""Books""",9781119021438,"""nan""","""nan""","""Data analysis using SQL and Excel ""","""Linoff, Gordon.""","""Indianapolis, Ind.""","""Electronic books.""",9780470099513,"""nan""","""1 online resource (xli, 645 p.)"""
872,15530,a149,b3986,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""2nd ed. Indianapolis, Indiana : Wiley, 2016. ©2016""","""Books""",9781119183419,"""nan""","""nan""","""Data analysis using SQL and Excel  ""","""Linoff, Gordon.""","""Indianapolis, Ind.""","""Electronic books.""",9780470099513,"""nan""","""1 online resource (xli, 645 p.)"""
873,15531,a4114,b3986,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Indianapolis, IN : Wiley Pub., [2008] ©2008""","""Books""",9780470099513,"""nan""","""nan""","""Data analysis using SQL and Excel  ""","""Linoff, Gordon.""","""Indianapolis, Ind.""","""Electronic books.""",9780470099513,"""nan""","""1 online resource (xli, 645 p.)"""
874,15532,a4888,b3986,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Second edition. Indianapolis, IN : John Wiley & Sons, Inc., [2016] ©2016""","""Books""",9781119021445,"""nan""","""nan""","""Data analysis using SQL and Excel  ""","""Linoff, Gordon.""","""Indianapolis, Ind.""","""Electronic books.""",9780470099513,"""nan""","""1 online resource (xli, 645 p.)"""
875,15533,a4962,b3986,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Second edition. Indianapolis, IN : John Wiley & Sons, Inc., [2016] ©2016""","""Books""",9781119021438,"""nan""","""nan""","""Data analysis using SQL and Excel  ""","""Linoff, Gordon.""","""Indianapolis, Ind.""","""Electronic books.""",9780470099513,"""nan""","""1 online resource (xli, 645 p.)"""
876,15543,a435,b3997,"""Knowledge and systems sciences : 17th International Symposium, KSS 2016, Kobe, Japan, November 4-6, 2016, Proceedings""","""Jian Chen, Yoshiteru Nakamori, Wuyi Yue, Xijin Tang (eds.)""","""Singapore : Springer, 2016.""","""Books""",9789811028571,"""Communications in computer and information science ; 660,""","""nan""","""Knowledge and systems sciences : 17th International Symposium, KSS 2016, Kobe, Japan, November 4-6, 2016, Proceedings  ""","""Chen, Jian, | Nakamori, Yoshiteru, | Yue, Wuyi, | Tang, Xijin,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811028571,"""Communications in computer and information science ; 660. 1865-0929""","""1 online resource (xvi, 253 pages)"""
877,15548,a4148,b4001,"""Trees in algebra and programming, CAAP'94 : 19th International Colloquium, Edinburgh, U.K., April 11-13, 1994 : proceedings""","""Sophie Tison (Ed.)""","""Berlin ; New York : Springer-Verlag, [1994] ©1994""","""Books""",9780387578798,"""Lecture notes in computer science ; 787,""","""nan""","""Trees in algebra and programming, CAAP'94 : 19th international colloquium, Edinburgh, U.K., April 11-13, 1994 : proceedings  ""","""Tison, Sophie.""","""Berlin ; Springer-Verlag, Â©1994.""","""Electronic books. | Conference proceedings.""",9783540483731,"""Lecture notes in computer science ; 787.""","""1 online resource (x, 351 pages)"""
878,15549,a889,b4003,"""Graph-grammars and their application to computer science and biology : international workshop, Bad Honnef, October 30-November 3, 1978""","""edited by Volker Claus, Hartmut Ehrig, and Grzegorz Rozenberg""","""Berlin ; New York : Springer-Verlag, 1979.""","""Books""",9780387095257,"""Lecture notes in computer science ; v. 73,""","""nan""","""Graph-grammars and their application to computer science and biology : international workshop, Bad Honnef, October 30-November 3, 1978  ""","""Claus, Volker, | Ehrig, Hartmut. | Rozenberg, Grzegorz.""","""Berlin ; Springer-Verlag, 1979.""","""Electronic books. | Conference proceedings.""",9783540350910,"""Lecture notes in computer science ; 73. 0302-9743""","""1 online resource (vii, 477 p.)"""
879,15562,a4410,b4010,"""CAAP '90 : 15th Colloquium on Trees in Algebra and Programming, Copenhagen, Denmark, May 15-18, 1990, proceedings""","""A. Arnold (Ed.)""","""Berlin ; New York : Springer-Verlag, [1990] ©1990""","""Books""",9780387525907,"""Lecture notes in computer science ; 431,""","""nan""","""CAAP '90 : 15th Colloquium on Trees in Algebra and Programming, Copenhagen, Denmark, May 1990, proceedings  ""","""Arnold, A.""","""Berlin ; Springer-Verlag, Â©1990.""","""Electronic books. | Conference proceedings.""",9783540470427,"""Lecture notes in computer science ; 431. 0302-9743""","""1 online resource (vi, 284 pages)"""
880,15564,a2441,b4014,"""Exploring data : an introduction to data analysis for social scientists""","""Catherine Marsh""","""Cambridge, UK : Polity Press ; Oxford, UK ; New York, USA : B. Blackwell, 1988.""","""Books""",9780745601717,"""nan""","""nan""","""Exploring data : an introduction to data analysis for social scientists  ""","""Marsh, Catherine.""","""Cambridge ; Polity, 2008.""","""nan""",9780745622828,"""nan""","""xxiii, 304 p."""
881,15565,a4862,b4014,"""Exploring data : an introduction to data analysis for social scientists""","""Catherine Marsh and Jane Elliott""","""Second edition. Cambridge ; Malden, MA : Polity, 2008.""","""Books""",9780745622828,"""nan""","""nan""","""Exploring data : an introduction to data analysis for social scientists  ""","""Marsh, Catherine.""","""Cambridge ; Polity, 2008.""","""nan""",9780745622828,"""nan""","""xxiii, 304 p."""
882,15575,a3567,b4031,"""Financial cryptography and data security : 20th International Conference, FC 2016, Christ Church, Barbados, February 22-26, 2016, Revised selected papers""","""Jens Grossklags, Bart Preneel (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662549704,"""Lecture notes in computer science ; 9603,LNCS sublibrary. Security and cryptology,""","""nan""","""Financial cryptography and data security : 20th International Conference, FC 2016, Christ Church, Barbados, February 22-26, 2016, Revised selected papers  ""","""Grossklags, Jens, | Preneel, Bart,""","""Berlin, Germany""","""Electronic books.""",9783662549704,"""Lecture notes in computer science ; 9603. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 620 pages)"""
883,15585,a1554,b4033,"""Data structures and network algorithms""","""Robert Endre Tarjan""","""Philadelphia, Pa. : Society for Industrial and Applied Mathematics (SIAM, 3600 Market Street, Floor 6, Philadelphia, PA 19104), 1983.""","""Books""",9781611970265,"""CBMS-NSF regional conference series in applied mathematics ; 44,""","""nan""","""Data structures and network algorithms  ""","""Tarjan, Robert E. (Robert Endre), 1948-""","""Philadelphia, Pa.""","""Electronic books.""",9781611970265,"""CBMS-NSF regional conference series in applied mathematics ; 44.""","""1 online resource (vii, 131 pages)"""
884,15586,a5360,b4033,"""Data structures and network algorithms""","""Robert Endre Tarjan""","""Philadelphia, Pa. : Society for Industrial and Applied Mathematics, 1983.""","""Books""",9780898711875,"""CBMS-NSF regional conference series in applied mathematics ; 44,""","""nan""","""Data structures and network algorithms  ""","""Tarjan, Robert E. (Robert Endre), 1948-""","""Philadelphia, Pa.""","""Electronic books.""",9781611970265,"""CBMS-NSF regional conference series in applied mathematics ; 44.""","""1 online resource (vii, 131 pages)"""
885,15595,a149,b4042,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""2nd ed. Indianapolis, Indiana : Wiley, 2016. ©2016""","""Books""",9781119183419,"""nan""","""nan""","""Data analysis using SQL and Excel   ""","""Linoff, Gordon""","""Indianapolis, IN""","""Electronic books.""",9781119021445,"""nan""","""1 online resource"""
886,15596,a4114,b4042,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Indianapolis, IN : Wiley Pub., [2008] ©2008""","""Books""",9780470099513,"""nan""","""nan""","""Data analysis using SQL and Excel   ""","""Linoff, Gordon""","""Indianapolis, IN""","""Electronic books.""",9781119021445,"""nan""","""1 online resource"""
887,15597,a4888,b4042,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Second edition. Indianapolis, IN : John Wiley & Sons, Inc., [2016] ©2016""","""Books""",9781119021445,"""nan""","""nan""","""Data analysis using SQL and Excel   ""","""Linoff, Gordon""","""Indianapolis, IN""","""Electronic books.""",9781119021445,"""nan""","""1 online resource"""
888,15598,a4962,b4042,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""Second edition. Indianapolis, IN : John Wiley & Sons, Inc., [2016] ©2016""","""Books""",9781119021438,"""nan""","""nan""","""Data analysis using SQL and Excel   ""","""Linoff, Gordon""","""Indianapolis, IN""","""Electronic books.""",9781119021445,"""nan""","""1 online resource"""
889,15627,a965,b4119,"""Data association for multi-object visual tracking""","""Margrit Betke, Zheng Wu""","""[San Rafael, California] : Morgan & Claypool, [2017]. ©2017""","""Books""",9781627059435,"""Synthesis digital library of engineering and computer science,Synthesis lectures on computer vision ; # 9,""","""nan""","""Data association for multi-object visual tracking  ""","""Betke, Margrit""","""[San Rafael, California]""","""Electronic books.""",9781627059435,"""Synthesis lectures on computer vision ; #9. 2153-1056""","""1 online resource (ix, 110 pages)"""
890,15630,a3343,b4121,"""Discovering causal structure : artificial intelligence, philosophy of science, and statistical modeling""","""Clark Glymour ... [and others]""","""Orlando : Academic Press, 1987.""","""Books""",9780122869624,"""nan""","""nan""","""Discovering causal structure : artificial intelligence, philosophy of science, and statistical modeling  ""","""Glymour, Clark N.""","""Orlando""","""Electronic books.""",9780122869617,"""nan""","""1 online resource (xvii, 394 pages)"""
891,15631,a5097,b4121,"""Discovering causal structure : artificial intelligence, philosophy of science, and statistical modeling""","""Clark Glymour [and others] ; with a foreword by Herbert A. Simon""","""Orlando : Academic Press, 1987.""","""Books""",9780122869617,"""nan""","""nan""","""Discovering causal structure : artificial intelligence, philosophy of science, and statistical modeling  ""","""Glymour, Clark N.""","""Orlando""","""Electronic books.""",9780122869617,"""nan""","""1 online resource (xvii, 394 pages)"""
892,15632,a3052,b4126,"""Big data and learning analytics in higher education : current theory and practice""","""Ben Kei Daniel, editor""","""Switzerland : Springer, [2016]. ©2017""","""Books""",9783319065205,"""nan""","""nan""","""Big Data and Learning Analytics in Higher Education : Current Theory and Practice  ""","""Kei Daniel, Ben,""","""Cham""","""Electronic books.""",9783319065205,"""nan""","""1 online resource (xx, 272 pages)"""
893,15635,a2676,b4134,"""CAAP '92 : 17th Colloquium on Trees in Algebra and Programming, Rennes, France, February 26-28, 1992, proceedings""","""J.-C. Raoult, ed""","""Berlin ; New York : Springer-Verlag, 1992.""","""Books""",9783540552512,"""Lecture notes in computer science ; 581,""","""nan""","""CAAP '92 : 17th Colloquium on Trees in Algebra and Programming, Rennes, France, February 26-28, 1992, proceedings  ""","""Raoult, J.-C.""","""Berlin ; Springer-Verlag, 1992.""","""Electronic books. | Conference proceedings.""",9783540467991,"""Lecture notes in computer science ; 581. 0302-9743""","""1 online resource (viii, 361 p.)"""
894,15659,a2557,b4161,"""Computer Security - ESORICS 2017 : 22nd European Symposium on Research in Computer Security, Oslo, Norway, September 11-15, 2017, Proceedings, Part I""","""edited by Simon N. Foley, Dieter Gollmann, Einar Snekkenes""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319664026,"""Lecture notes in computer science ; 10492,""","""nan""","""Computer security -- ESORICS 2017 : 22nd European Symposium on Research in Computer Security, Oslo, Norway, September 11-15, 2017, Proceedings. Part II  ""","""Foley, Simon N. | Gollmann, Dieter, | Snekkenes, Einar,""","""Cham, Switzerland""","""Electronic books.""",9783319663999,"""Lecture notes in computer science ; 10493. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xxi, 573 pages)"""
895,15689,a1785,b4171,"""Automatic coding : choice of data structures""","""James Richard Low""","""Basel : Birkhäuser, 1976.""","""Books""",9783764308186,"""Interdisciplinary systems research ; 16,""","""nan""","""Automatic coding : choice of data structures  ""","""Low, James Richard.""","""Basel""","""Electronic books.""",9783034855044,"""Interdisciplinary systems research ; 16.""","""1 online resource (viii, 108 pages)."""
896,15692,a491,b4176,"""Data structures, computer graphics, and pattern recognition""","""edited by A. Klinger, K. S. Fu, T. L. Kunii""","""New York : Academic Press, 1977.""","""Books""",9780124150508,"""nan""","""nan""","""Data structures, computer graphics, and pattern recognition  ""","""Klinger, A. | Fu, K. S. | Kunii, Toshiyasu.""","""New York""","""Electronic books.""",9780124150508,"""nan""","""1 online resource (xiv, 498 pages)"""
897,15708,a4317,b4176,"""Data structures, computer graphics, and pattern recognition""","""edited by A. Klinger, K.S. Fu, T.L. Kunii""","""New York : Academic Press, 1977.""","""Books""",9780124150508,"""nan""","""nan""","""Data structures, computer graphics, and pattern recognition  ""","""Klinger, A. | Fu, K. S. | Kunii, Toshiyasu.""","""New York""","""Electronic books.""",9780124150508,"""nan""","""1 online resource (xiv, 498 pages)"""
898,15737,a870,b4188,"""Information security : 13th International Conference, ISC 2010, Boca Raton, FL, USA, October 25-28, 2010 : revised selected papers""","""Mike Burmester ... [and others] (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642181788,"""Lecture notes in computer science ; 6531,""","""nan""","""Information security : 13th International Conference, ISC 2010, Boca Raton, FL, USA, October 25-28, 2010 : revised selected papers  ""","""Burmester, Mike.""","""Berlin ; Springer, c2011.""","""Electronic books. | Conference papers and proceedings.""",9783642181788,"""Lecture notes in computer science ; 6531. 0302-9743""","""1 online resource (xiv, 446 p.)"""
899,15764,a3129,b4196,"""Epistemological aspects of computer simulation in the social sciences : second international workshop, EPOS 2006, Brescia, Italy, October 5-6, 2006 : revised selected and invited papers""","""Flaminio Squazzoni (ed.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642011092,"""Lecture notes in computer science ; 5466,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Epistemological aspects of computer simulation in the social sciences : Second International Workshop, EPOS 2006, Brescia, Italy, October 5-6, 2006, revised selected and invited...""","""Squazzoni, Flaminio.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642011092,"""Lecture notes in computer science ; 5466. Lecture notes in computer science. Lecture notes in artificial intelligence.""","""1 online resource."""
900,15766,a3426,b4207,"""Research ethics for scientists : a companion for students""","""Neal Stewart""","""West Sussex, UK ; Hoboken, NJ : Wiley, 2011.""","""Books""",9781119978862,"""nan""","""nan""","""Research ethics for scientists : a companion for students  ""","""Stewart, C. Neal.""","""West Sussex, UK ; Wiley, 2011.""","""Electronic books.""",9781119978862,"""nan""","""1 online resource (xiv, 210 pages)"""
901,15768,a72,b4213,"""Cooperative agents : applications in the social sciences""","""edited by Nicole J. Saam and Bernd Schmidt""","""Dordrecht ; Boston : Kluwer Academic, [2001] ©2001""","""Books""",9781402001901,"""Theory and decision library. Philosophy and methodology of the social sciences ; v. 32,""","""nan""","""Cooperative agents : applications in the social sciences  ""","""Saam, Nicole J. | Schmidt, Bernd,""","""Dordrecht ; Boston""","""Electronic books.""",9789401711777,"""Theory and decision library. Series A, Philosophy and methodology of the social sciences ; volume 32.""","""1 online resource (vi, 214 pages)"""
902,15770,a917,b4218,"""Statistical data analysis explained : applied environmental statistics with R""","""Clemens Reimann ... [and others]""","""Chichester, England ; Hoboken, NJ : John Wiley & Sons, [2008] ©2008""","""Books""",9780470985816,"""nan""","""nan""","""Statistical data analysis explained : applied environmental statistics with R  ""","""Reimann, Clemens,""","""Chichester, England ; John Wiley & Sons, c2008.""","""Electronic books.""",9780470987605,"""nan""","""1 online resource (xviii, 343 p., [8] p. of plates)"""
903,15771,a2422,b4218,"""Statistical data analysis explained : applied environmental statistics with R""","""Clemens Reimann [and others]""","""Chichester, England ; Hoboken, NJ : John Wiley & Sons, [2008] ©2008""","""Books""",9780470987605,"""Wiley InterScience,""","""nan""","""Statistical data analysis explained : applied environmental statistics with R  ""","""Reimann, Clemens,""","""Chichester, England ; John Wiley & Sons, c2008.""","""Electronic books.""",9780470987605,"""nan""","""1 online resource (xviii, 343 p., [8] p. of plates)"""
904,15773,a4859,b4225,"""Applied Computer Sciences in Engineering 4th Workshop on Engineering Applications, WEA 2017, Cartagena, Colombia, September 27-29, 2017, Proceedings""","""edited by Juan Carlos Figueroa-García, Eduyn Ramiro López-Santana, José Luis Villa-Ramírez, Roberto Ferro-Escobar""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319669632,"""Communications in Computer and Information Science, 742,""","""nan""","""Applied Computer Sciences in Engineering : 4th Workshop on Engineering Applications, WEA 2017, Cartagena, Colombia, September 27-29, 2017, Proceedings  ""","""Figueroa-GarcÃ­a, Juan Carlos. | LÃ³pez-Santana, Eduyn Ramiro. | Villa-RamÃ­rez, JosÃ© Luis. | Ferro-Escobar, Roberto.""","""Cham""","""Electronic books.""",9783319669632,"""Communications in computer and information science ; 742. 1865-0929""","""1 online resource (xvii, 681 p.)"""
