ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b6067,"""Petri Net Algebra ""","""Best, Eike.""","""Berlin, Heidelberg""","""Electronic books.""",9783662044575,"""Monographs in Theoretical Computer Science An EATCS Series""","""1 online resource (xi, 380 p.)."""
b4220,"""Proceedings of the 2011 Workshop on Knowledge Discovery, Modeling and Simulation : San Diego, CA, USA, August 21-24, 2011  ""","""Augeri, Chris.""","""New York, N.Y.""","""Electronic books. | Conference papers and proceedings.""",9781450308366,"""nan""","""1 online resource ([ii], 46 pages)"""
b801,"""Data warehousing and knowledge discovery : 11th International Conference, DaWaK 2009 Linz, Austria, August 31-September 2, 2009, proceedings  ""","""Pedersen, Torben Bach. | Mohania, Mukesh. | Tjoa, A. Min.""","""Berlin ; Springer-Verlag, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642037306,"""Lecture notes in computer science ; 5691.""","""1 online resource."""
b941,"""Economic workbook and data; a tutorial volume for students  ""","""Trotman-Dickenson, D. I. (Donata Irena), 1929-""","""Oxford, New York, Pergamon Press [1969]""","""Electronic books. | Examinations.""",9781483158112,"""Commonwealth and international library. Social administration, training, economics, and production division.""","""1 online resource (ix, 231 pages)."""
b1973,"""On a sustainable future of Earth's natural resources ""","""Ramkumar, Mu.""","""Berlin ; Springer, c2013.""","""Electronic books.""",9783642329173,"""Springer earth system sciences.""","""1 online resource."""
b4854,"""Trusted systems : third International Conference, INTRUST 2011, Beijing, China, November 27-29, 2011, Revised selected papers  ""","""Chen, Liqun. | Yung, Moti. | Zhu, Liehuang.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642322983,"""Lecture notes in computer science ; 7222. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 350 pages)"""
b1219,"""Fuzziness and medicine : philosophical reflections and application systems in health care : a companion volume to Sadegh-Zadeh's Handbook of analytical philosophy of medicine  ""","""Seising, Rudolf, | Tabacchi, Marco Elio.""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642365270,"""Studies in fuzziness and soft computing ; 302.""","""1 online resource."""
b1818,"""Bringing psychotherapy research to life : understanding change through the work of leading clinical researchers  ""","""Castonguay, Louis Georges.""","""Washington, DC""","""History.""",9781433807749,"""nan""","""xxii, 378 pages ; 27 cm"""
b6444,"""Multimedia encryption and authentication techniques and applications  ""","""Furht, Borivoje. | Kirovski, Darko.""","""Boca Raton, FL""","""Electronic books.""",9781420013450,"""Internet and communications.""","""1 online resource (395 pages)"""
b6378,"""XML in scientific computing  ""","""Pozrikidis, C. (Constantine), 1958-""","""Boca Raton, FL""","""Electronic books.""",9781466512283,"""Chapman & Hall/CRC numerical analysis and scientific computing.""","""1 online resource (xv, 243 pages)"""
b3992,"""Similarity search and applications : 9th International Conference, SISAP 2016, Tokyo, Japan, October 24-26, 2016, Proceedings  ""","""Amsaleg, Laurent, | Houle, Michael E. | Schubert, Erich,""","""Cham, Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319467597,"""Lecture notes in computer science ; 9939. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xvii, 339 pages)"""
b6622,"""ASP.NET MVC with entity framework and CSS  ""","""Naylor, Lee.""","""Berkeley, CA""","""Electronic books.""",9781484221372,"""nan""","""1 online resource (628 pages)"""
b5153,"""Advances in Cryptology "" CRYPTO 2001 : 21st Annual International Cryptology Conference, Santa Barbara, California, USA, August 19 23, 2001 Proceedings. ""","""Kilian, Joe.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 2001.""","""Electronic books.""",9783540446477,"""Lecture notes in computer science ; 2139, 0302-9743""","""1 online resource."""
b6198,"""Computers in flavor and fragrance research : based on a symposium sponsored by the Division of Agricultural and Food Chemistry at the 186th Meeting of the American Chemical...""","""Warren, Craig B., | Walradt, John P.,""","""Washington, D.C.""","""Electronic books.""",9780841210899,"""ACS symposium series ; 261.""","""1 online resource (ix, 163 pages)"""
b1590,"""Information access evaluation : Multilinguality, multimodality, and visual analytics ; third International Conference of the CLEF Initiative, CLEF 2012, Rome, Italy, September...""","""Catarci, Tiziana.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642332470,"""Lecture notes in computer science ; 7488. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b4680,"""Codes, cryptology, and information security : first International Conference, C2SI 2015, Rabat, Morocco, May 26-28, 2015, Proceedings -- In honor of Thierry Berger  ""","""El Hajji, Said, | Nitaj, Abderrahmane, | Carlet, Claude, | Souidi, El Mamoun,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319186818,"""Lecture notes in computer science ; 9084. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xxvi, 375 pages)"""
b6417,"""Supercomputers in chemistry : based on a symposium cosponsored by the ACS Divisions of Computers in Chemistry, and Physical Chemistry, and the U.S. National Resource for...""","""Lykos, Peter. | Shavitt, Isaiah,""","""Washington, D.C.""","""Electronic books. | Conference papers and proceedings.""",9780841208490,"""ACS symposium series ; 173.""","""1 online resource (x, 278 pages)"""
b99,"""Marketing data science : modeling techniques in predictive analytics with R and Python  ""","""Miller, Thomas W.""","""Old Tappan, New Jersey""","""Electronic books.""",9780133887662,"""nan""","""1 online resource"""
b249,"""Introduction to data mining for the life sciences ""","""Sullivan, Rob.""","""New York""","""Electronic books.""",9781597452908,"""nan""","""1 online resource (xvii, 635 pages)"""
b6701,"""Enhancing Professional Knowledge of Pre-Service Science Teacher Education by Self-Study Research : Turning a Critical Eye on Our Practice  ""","""Buck, Gayle A., | Akerson, Valarie L.,""","""Switzerland""","""Electronic books.""",9783319324470,"""ASTE series in science education, 2214-5435""","""1 online resource (xi, 467 pages)"""
b4395,"""Neurocomputing : Algorithms, Architectures and Applications  ""","""SouliÃ©, FranÃ§oise Fogelman.""","""Berlin, Heidelberg""","""Electronic books.""",9783642761539,"""NATO ASI series. Series F, Computer and systems sciences ; 68.""","""1 online resource (xi, 455 pages)"""
b6340,"""Automated Practical Reasoning : Algebraic Approaches  ""","""Pfalzgraf, Jochen.""","""Vienna""","""Electronic books.""",9783709166048,"""Texts and Monographs in Symbolic Computation, A Series of the Research Institute for Symbolic Computation, Johannes-Kepler-University, Linz, Austria.""","""1 online resource (xi, 223 pages)"""
b5418,"""Open source software in life science research : practical solutions in the pharmaceutical industry and beyond  ""","""Harland, Lee. | Forster, Mark""","""Cambridge, UK ; Woodhead Pub., 2012.""","""Electronic books.""",9781908818249,"""Woodhead Publishing series in biomedicine.""","""1 online resource"""
b5933,"""Information Processing in Medical Imaging : 16th International Conference, IPMI99 Visegrd, Hungary, June 28 July 2, 1999 Proceedings  ""","""Kuba, Attila. | Å Ã¡amal, Martin. | Todd-Pokropek, Andrew.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 1999.""","""Electronic books.""",9783540487142,"""Lecture notes in computer science ; 1613, 0302-9743""","""1 online resource."""
b5902,"""Large-scale scientific computing : 10th International Conference, LSSC 2015, Sozopol, Bulgaria, June 8-12, 2015. Revised Selected Papers  ""","""Lirkov, Ivan, | Margenov, Svetozar D., | WaÅniewski, Jerzy,""","""Cham""","""Electronic books.""",9783319265209,"""Lecture notes in computer science ; 9374. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 444 p.)"""
b564,"""Data structures and algorithms : an object-oriented approach using Ada 95  ""","""Beidler, John, 1941-""","""New York""","""Electronic books.""",9781461218548,"""Undergraduate texts in computer science.""","""1 online resource (xvi, 364 pages)"""
b5366,"""Natural language processing and Chinese computing : Third CCF Conference, NLPCC 2014, Shenzhen, China, December 5-9, 2014. Proceedings  ""","""Zong, Chengqing, | Nie, Jian-Yun, | Zhao, Dongyan, | Feng, Yansong,""","""Berlin""","""Electronic books.""",9783662459249,"""Communications in computer and information science ; 496. 1865-0929""","""1 online resource (xviii, 474 p.)"""
b3138,"""Advances in computers : Volume 26 ""","""Yovits, M. C.""","""Boston""","""Electronic books.""",9780080566580,"""nan""","""1 online resource (xi, 476 p.)"""
b5115,"""3D spectroscopy in astronomy : XVII Canary Island Winter School of Astrophysics  ""","""Mediavilla, E.""","""Cambridge, UK ; Cambridge University Press, 2010.""","""Electronic books. | Conference papers and proceedings.""",9780511769863,"""nan""","""1 online resource (xv, 271 pages)"""
b1940,"""Encyclopedia of consciousness ""","""Banks, William P.""","""Amsterdam ; Academic Press, 2009.""","""Electronic books. | Encyclopedias.""",9781849725231,"""nan""","""1 online resource (2 v.)"""
b5157,"""Graph Transformation : First International Conference, ICGT 2002 Barcelona, Spain, October 712, 2002 Proceedings  ""","""Corradini, Andrea. | Ehrig, Hartmut. | Kreowski, Hans -Jrg. | Rozenberg, Grzegorz.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 2002.""","""Electronic books.""",9783540458326,"""Lecture notes in computer science ; 2505, 0302-9743""","""1 online resource."""
b3101,"""Digital archaeology : the art and science of digital forensics  ""","""Graves, Michael W.""","""Upper Saddle River, NJ""","""Electronic books.""",9780132853774,"""nan""","""1 online resource"""
b3434,"""Computational Methods for Macromolecules: Challenges and Applications : Proceedings of the 3rd International Workshop on Algorithms for Macromolecular Modeling, New York,...""","""Schlick, Tamar.""","""Berlin, Heidelberg""","""Electronic books.""",9783642560804,"""Lecture notes in computational science and engineering ; 24.""","""1 online resource (ix, 504 pages)"""
b4396,"""Theory of Cryptography : 6th Theory of Cryptography Conference, TCC 2009, San Francisco, CA, USA, March 15-17, 2009 : proceedings  ""","""Reingold, Omer.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642004575,"""LNCS sublibrary. SL 4, Security and cryptology. Lecture notes in computer science ; 5444.""","""1 online resource."""
b2090,"""Information computing and applications : third International Conference, ICICA 2012, Chengde, China, September 14-16, 2012. Proceedings. Part II  ""","""Liu, Chunfeng. | Wang, Leizhen. | Yang, Aimin.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642340413,"""Communications in computer and information science ; 308.""","""1 online resource."""
b5469,"""Internet of things and big data analytics toward next-generation intelligence  ""","""Dey, Nilanjan, | Hassanien, Aboul Ella, | Bhatt, Chintan, | Ashour, Amira, | Satapathy, Suresh Chandra,""","""Cham, Switzerland""","""Electronic books.""",9783319604350,"""Studies in big data ; v.30.""","""1 online resource."""
b4391,"""Compositional Verification of Concurrent and Real-Time Systems ""","""Juan, Eric Y. T.""","""Boston, MA""","""Electronic books.""",9781461510093,"""International series in engineering and computer science ; 676.""","""1 online resource (xix, 196 pages)."""
b3172,"""Algorithmic aspects in information and management : 11th International Conference, AAIM 2016, Bergamo, Italy, July 18-20, 2016, Proceedings  ""","""Dondi, Riccardo, | Fertin, Guillaume, | Mauri, Gian Carlo,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319411682,"""Lecture notes in computer science ; 9778. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiv, 223 pages)"""
b1407,"""Engineering applications of neural networks : 14th International Conference, EANN 2013, Halkidiki, Greece, September 13-16, 2013, Proceedings. Part II  ""","""Iliadis, Lazaros S., | Papadopoulos, Harris, | Jayne, Chrisina,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642410161,"""Communications in computer and information science ; 384.""","""1 online resource (xxiv, 326 pages)"""
b1520,"""Trust, privacy and security in digital business : 9th international conference, TrustBus 2012, Vienna, Austria, September 3-7, 2012, Proceedings  ""","""Fischer-HÃ¼bner, Simone. | Katsikas, Sokratis K. | Quirchmayr, Gerald.""","""Heidelberg ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642322877,"""Lecture notes in computer science ; 7449. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource."""
b159,"""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...""","""Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319455075,"""Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 267 pages)"""
b5857,"""Advances in cognitive information systems ""","""Ogiela, Lidia.""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642252464,"""Cognitive systems monographs ; v.17.""","""1 online resource (viii, 120 pages)"""
b4835,"""Monte Carlo and Quasi-Monte Carlo methods 2004 ""","""Niederreiter, Harald, | Talay, D.""","""Berlin ; Springer, Â©2006.""","""Electronic books. | Conference proceedings.""",9783540311867,"""nan""","""1 online resource (ix, 514 pages)"""
b5867,"""LMF lexical markup framework  ""","""Francopoulo, Gil.""","""London""","""Electronic books.""",9781118712665,"""Computer engineering and IT series.""","""1 online resource (xiv, 266 pages)"""
b1476,"""Multimodal brain image analysis : third International Workshop, MBIA 2013, held in conjunction with MICCAI 2013, Nagoya, Japan, September 22, 2013, Proceedings  ""","""Shen, Li,""","""Cham""","""Electronic books.""",9783319021263,"""Lecture notes in computer science ; 8159, 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xii, 260 pages)"""
b5664,"""Mastering pandas : master the features and capabilities of pandas, a data analysis toolkit for Python  ""","""Anthony, Femi""","""Birmingham, UK""","""Electronic books.""",9781783981977,"""Community experience distilled.""","""1 online resource"""
b6784,"""Advanced multimedia and ubiquitous engineering : FutureTech & MUE  ""","""Park, James J., | Jin, Hai, | Jeong, Young-Sik, | Khan, Muhammad Khurram,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811015366,"""Lecture notes in electrical engineering ; v. 393.""","""1 online resource (xxix, 789 pages)."""
b6118,"""Data analysis for physical scientists : featuring Excel  ""","""Kirkup, Les.""","""Cambridge ; Cambridge University Press, 2012.""","""Electronic books.""",9781139160889,"""nan""","""1 online resource (xv, 510 pages)"""
b4801,"""Trust management XI : 11th IFIP WG 11.11 International Conference, IFIPTM 2017, Gothenburg, Sweden, June 12-16, 2017, Proceedings  ""","""SteghÃ¶fer, Jan-Philipp, | Esfandiari, Babak,""","""Cham, Switzerland""","""Electronic books.""",9783319591711,"""IFIP advances in information and communication technology ; 505. 1868-4238""","""1 online resource (x, 229 pages)"""
b6858,"""Big change, best path : successfully managing organizational change with wisdom, analytics and insight  ""","""Parry, Warren""","""London ; Philadelphia""","""Electronic books.""",9780749469436,"""nan""","""1 online resource"""
b3499,"""Post-quantum cryptography : third international workshop, PQCrypto 2010, Darmstadt, Germany, May 25-28, 2010 ; proceedings  ""","""Sendrier, Nicolas.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642129292,"""Lecture notes in computer science ; 6061. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (x, 240 p.)"""
b3408,"""Smart Card Application Development Using Java ""","""Hansmann, Uwe.""","""Berlin, Heidelberg""","""Electronic books.""",9783642980527,"""nan""","""1 online resource (xvi, 293 pages)"""
b6929,"""Scientific papers and presentations ""","""Davis, Martha, 1935-""","""Amsterdam""","""Electronic books.""",9780123847270,"""nan""","""1 online resource (xviii, 342 p.)"""
b1180,"""Risk and uncertainty assessment for natural hazards  ""","""Rougier, Jonathan, 1966-""","""New York""","""nan""",9781107006195,"""nan""","""xi, 574 p."""
b3932,"""Number by Colors : a Guide to Using Color to Understand Technical Data  ""","""Fortner, Brand.""","""New York, NY""","""Electronic books.""",9781461218920,"""nan""","""1 online resource (XXV, 349 pages)"""
b129,"""Principles of data science : learn the techniques and math you need to start making sense of your data  ""","""Ozdemir, Sinan""","""Birmingham, UK""","""Electronic books.""",9781785888922,"""nan""","""1 online resource"""
b6790,"""The mathematical-function computation handbook : programming using the MathCW portable software library  ""","""Beebe, Nelson H. F.""","""Cham""","""Electronic books.""",9783319641102,"""nan""","""1 online resource"""
b2908,"""Information science 101  ""","""Debons, Anthony.""","""Lanham, Md.""","""nan""",9780810852891,"""nan""","""xix, 241 p."""
b4349,"""Security and trust management : 12th International Workshop, STM 2016, Heraklion, Crete, Greece, September 26-27, 2016, Proceedings  ""","""Barthe, Gilles, | Markatos, Evangelos P., | Samarati, Pierangela,""","""Cham, Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319465982,"""Lecture notes in computer science ; 9871. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (x, 229 pages)"""
b824,"""Research and development in knowledge discovery and data mining : Second Pacific-Asia Conference, PAKDD-98, Melbourne, Australia, April 15-17, 1998 : proceedings  ""","""Wu, Xindong. | Ramamohanarao, Kotagiri. | Korb, Kevin B.""","""Berlin ; Springer, 1998.""","""Electronic books.""",9783540697688,"""Lecture notes in computer science ; 1394. Lecture notes in computer science. Lecture notes in artificial intelligence.""","""1 online resource (xvi, 424 p.)"""
b4903,"""Burdens of proof : cryptographic culture and evidence law in the age of electronic documents  ""","""Blanchette, Jean-FranÃ§ois.""","""Cambridge, Mass.""","""Electronic books.""",9780262301565,"""nan""","""1 online resource (276 p.)"""
b2177,"""Resource management for big data platforms : algorithms, modelling, and high-performance computing techniques  ""","""Pop, Florin, | KoÅodziej, Joanna, | Di Martino, Beniamino,""","""Cham, Switzerland""","""Electronic books.""",9783319448817,"""Computer communications and networks.""","""1 online resource (xiii, 516 pages)"""
b1163,"""Security and privacy in mobile information and communication systems : 4th International Conference, MobiSec 2012, Frankfurt am Main, Germany, June 25-26, 2012, Revised selected...""","""Schmidt, Andreas U.""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642333927,"""Lecture notes of the Institute for Computer Sciences, Social Informatics, and Telecommunications Engineering ; 107.""","""1 online resource."""
b6435,"""The Croatian language in the digital age = Hrvatski Jezik U Digitalnom Dobu  ""","""TadiÄ, Marko.""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642308826,"""White paper series (Springer (Firm))""","""1 online resource."""
b1353,"""Advances in future computer and control systems. Volume 2 ""","""Jin, David. | Lin, Sally.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642293900,"""Advances in intelligent and soft computing ; 160.""","""1 online resource (xix, 681 pages)."""
b707,"""Spatial data types for database systems : finite resolution geometry for geographic information systems  ""","""Schneider, Markus.""","""Berlin ; Springer, c1997.""","""Electronic books.""",9783540695516,"""Lecture notes in computer science ; 1288. 0302-9743""","""1 online resource (xiii, 275 p.)"""
b5662,"""R for everyone : advanced analytics and graphics  ""","""Lander, Jared P.""","""Upper Saddle River, NJ""","""Electronic books.""",9780133257182,"""nan""","""1 online resource"""
b1828,"""Automated deduction -- CADE-24 : 24th International Conference on Automated Deduction, Lake Placid, NY, USA, June 9-14, 2013 : proceedings  ""","""Bonacina, Maria Paola.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642385742,"""Lecture notes in computer science ; 7898. 1611-3349 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xv, 466 pages)"""
b151,"""Java data science cookbook : explore the power of MLlib, DL4j, Weka and more  ""","""Shams, Rushdi""","""Birmingham, UK""","""Electronic books.""",9781787127654,"""nan""","""1 online resource"""
b4470,"""Regression models for categorical dependent variables using Stata  ""","""Long, J. Scott""","""College Station, Texas""","""nan""",9781597181112,"""nan""","""xxiii, 589 pages"""
b3205,"""Beginning database design : from novice to professional  ""","""Churcher, Clare.""","""Berkeley, Calif.""","""Electronic books.""",9781590597699,"""Expert's voice.""","""1 online resource (xxv, 228 p.)"""
b2104,"""Impact analysis of solutions for chronic disease prevention and management : 10th International Conference on Smart Homes and Health Telematics, ICOST 2012, Artiminio, Italy,...""","""Donnelly, Mark""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642307799,"""Lecture notes in computer science ; 7251. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b5545,"""Computers and the UDC : a decade of progress 1963-1973  ""","""Rigby, Malcolm.""","""The Hague""","""nan""",9266005231,"""International Federation for Documentation Publication ; 523.""","""ii, 108 p. ; 24 cm."""
b3057,"""Advances in computers. Volume 32  ""","""Yovits, M. C.""","""Boston ; Academic Press, Â©1991.""","""Electronic books.""",9780080566641,"""nan""","""1 online resource (x, 331 pages)"""
b376,"""Chemometrics with R : multivariate data analysis in the natural sciences and life sciences  ""","""Wehrens, Ron.""","""Heidelberg ; Springer, Â©2011.""","""Electronic books.""",9783642178412,"""Use R!""","""1 online resource (xiv, 285 pages)"""
b5947,"""Enterprise Applications, Markets and Services in the Finance Industry : 8th International Workshop, FinanceCom 2016, Frankfurt, Germany, December 8, 2016, Revised Papers  ""","""Feuerriegel, Stefan, | Neumann, Dirk,""","""Cham Springer International Publishing 2017""","""Electronic books.""",9783319527642,"""Lecture notes in business information processing 276.""","""1 online resource."""
b6943,"""Understanding and conducting research in the health sciences  ""","""Cunningham, Christopher J. L.""","""Hoboken, New Jersey""","""Electronic books.""",9781118594360,"""nan""","""1 online resource"""
b3241,"""Knowledge-based and intelligent information and engineering systems : 14th international conference, KES 2010, Cardiff, UK, September 8-10, 2010, proceedings. Part III  ""","""Setchi, Rossitza.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642153938,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 6278. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxiii, 675 p.)"""
b1945,"""Graphics recognition : recent advances : Third International Workshop, GREC'99, Jaipur, India, September 26-27, 1999 : selected papers  ""","""Chhabra, Atul K. | Dori, Dov.""","""Berlin ; Springer, Â©2000.""","""Electronic books. | Conference proceedings.""",9783540409533,"""Lecture notes in computer science ; 1941.""","""1 online resource (xi, 146 pages)"""
b3996,"""Predictive Modular Neural Networks : Applications to Time Series  ""","""Petridis, Vassilios.""","""Boston, MA""","""Electronic books.""",9781461555551,"""International series in engineering and computer science ; 466.""","""1 online resource (xi, 314 pages)."""
b1355,"""Knowledge science, engineering and management : 5th International Conference, KSEM 2011, Irvine, CA, USA, December 12-14, 2011. Proceedings  ""","""Xiong, Hui. | Lee, W. B.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642259753,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7091. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xiv, 474 pages)."""
b3104,"""Algebraic methodology and software technology : 8th international conference, AMAST 2000, Iowa City, Iowa, USA, May 20-27, 2000 : proceedings  ""","""Rus, Teodor.""","""Berlin ; Springer, c2000.""","""Electronic books. | Conference proceedings.""",9783540454991,"""Lecture notes in computer science ; 1816.""","""1 online resource (xi, 544 p.)"""
b6812,"""Intelligent computing theories : 9th International Conference, ICIC 2013, Nanning, China, July 28-31, 2013. Proceedings  ""","""Huang, De-Shuang, | Bevilacqua, Vitoantonio, | Figueroa, Juan Carlos, | Premaratne, Prashan,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642394799,"""Lecture notes in computer science ; 7995. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xxiii, 651 pages)"""
b2645,"""Big data benchmarks, performance optimization, and emerging hardware : 4th and 5th Workshops, BPOE 2014, Salt Lake City, USA, March 1, 2014 and Hangzhou, China, September 5,...""","""Zhan, Jianfeng, | Han, Rui, | Weng, Chuliang,""","""Cham""","""Electronic books.""",9783319130217,"""Lecture notes in computer science ; 8807. 1611-3349""","""1 online resource (x, 221 pages)"""
b4279,"""Transaction Management Support for Cooperative Applications ""","""By, Rolf A.""","""Boston, MA""","""Electronic books.""",9781461556794,"""International series in engineering and computer science ; 433.""","""1 online resource (xv, 222 pages)."""
b1368,"""Conservation planning : informed decisions for a healthier planet  ""","""Groves, Craig""","""Greenwood Village, Colorado""","""nan""",9781936221516,"""nan""","""xxiii, 580 pages"""
b3582,"""Computer-Aided Reasoning : ACL2 Case Studies  ""","""Kaufmann, Matt.""","""Boston, MA""","""Electronic books.""",9781475731880,"""Advances in formal methods ; 4.""","""1 online resource (xv, 337 p.)."""
b4538,"""Evolutionary Computing : AISB Workshop Brighton, U.K., April 1-2, 1996 Selected Papers  ""","""Fogarty, Terence C.""","""Berlin, Heidelberg""","""Electronic books.""",9783540706717,"""Lecture notes in computer science ; 1143. 0302-9743""","""1 online resource"""
b5294,"""High performance computing in science and engineering '15 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2015  ""","""Nagel, Wolfgang E., | KrÃ¶ner, Dietmar, | Resch, Michael,""","""Cham""","""Electronic books.""",9783319246338,"""nan""","""1 online resource (ix, 701 pages)"""
b4829,"""Business object design and implementation III : OOPSLA '99 workshop proceedings, 2 November 1999, Denver, Colorado, USA  ""","""Patel, D. | Sutherland, Jeffrey Victor. | Miller, J.""","""London ; Springer, Â©1999.""","""Electronic books. | Conference proceedings.""",9781447108818,"""nan""","""1 online resource (vi, 179 pages)"""
b4850,"""Camera-based document analysis and recognition : 4th International Workshop, CBDAR 2011, Beijing, China, September 22, 2011, Revised selected papers  ""","""Iwamura, Masakazu. | Shafait, Faisal.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642293641,"""Lecture notes in computer science ; 7139. LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (viii, 171 pages)"""
b1121,"""Software and data technologies : 7th International Conference, ICSOFT 2012, Rome, Italy, July 24-27, 2012, revised selected papers  ""","""Cordeiro, JosÃ©, | Hammoudi, Slimane, | Sinderen, Marten J. van,""","""Heidelberg""","""Electronic books.""",9783642454042,"""Communications in computer and information science ; 411. 1865-0929""","""1 online resource (xii, 219 pages)"""
b6951,"""Information Processing in Medical Imaging : 18th International Conference, IPMI 2003, Ambleside, UK, July 20-25, 2003. Proceedings  ""","""Taylor, Chris. | Noble, J. Alison.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 2003.""","""Electronic books.""",9783540450870,"""Lecture notes in computer science ; 2732, 0302-9743""","""1 online resource."""
b1614,"""Mobile computing, applications, and services : third International Conference, MobiCASE 2011, Los Angeles, CA, USA, October 24-27, 2011. Revised selected papers  ""","""Zhang, Joy Ying. | Wilkiewicz, Jarek. | Nahapetian, Ani.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642323201,"""Lecture notes of the Institute for Computer Sciences, Social Informatics, and Telecommunications Engineering ; 95.""","""1 online resource."""
b596,"""Advances in intelligent data analysis : reasoning about data : second international symposium, IDA-97, London, UK, August 4-6, 1997 : proceedings  ""","""Liu, X. | Cohen, Paul R. | Berthold, M.""","""Berlin ; Springer, c1997.""","""Electronic books. | Conference proceedings.""",9783540695202,"""Lecture notes in computer science ; 1280.""","""1 online resource (xii, 620 p.)"""
b1635,"""Sciences of geodesy. I, Advances and future directions ""","""Xu, Guochang,""","""Heidelberg ; Springer, Â©2010.""","""Electronic books.""",9783642117411,"""nan""","""1 online resource (xxvi, 487 pages)"""
b6385,"""Ethics, the Social Sciences, and Policy Analysis ""","""Callahan, Daniel.""","""Boston, MA""","""Electronic books.""",9781468470154,"""Hastings Center series in ethics.""","""1 online resource (408 pages)."""
b6047,"""Development with the Force.com platform : building business applications in the cloud  ""","""Ouellette, Jason, 1973-""","""Upper Saddle River, NJ""","""Electronic books.""",9780132685047,"""nan""","""1 online resource (xv, 464 p.)"""
