,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,jaccard
17548,17548,a4817,b5198,"""computer science -- theory and applications : 11th international computer science symposium in russia, csr 2016, saint petersburg, russia, june 9-13, 2016. proceedings""","""alexander s. kulikov, gerhard j. woeginger (eds.)""","""switzerland : springer, 2016.""","""books""",9783319341712,"""lecture notes in computer science ; 9691,lncs sublibrary. theoretical computer science and general issues,""","""nan""","""computer science -- theory and applications : 11th international computer science symposium in russia, csr 2016, saint petersburg, russia, june 9-13, 2016. proceedings""","""kulikov, alexander s., | woeginger, gerhard,""","""switzerland""","""electronic books. | conference papers and proceedings.""",9783319341712,"""lecture notes in computer science ; 9691. 1611-3349 lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xxi, 425 pages)""",1.0
17551,17551,a2972,b5202,"""the information revolution: impact on science and technology""","""edited by jacques-emile dubois, nahum gershon""","""berlin, heidelberg : springer berlin heidelberg, 1996.""","""books""",9783642852480,"""data and knowledge in a changing world,""","""nan""","""the information revolution: impact on science and technology""","""dubois, jacques-emile.""","""berlin, heidelberg""","""electronic books.""",9783642852480,"""data and knowledge in a changing world.""","""1 online resource (xx, 273 pages)""",1.0
17554,17554,a148,b5225,"""digital functions and data reconstruction : digital-discrete methods""","""li m. chen""","""new york, ny : springer, [2013] ©2013""","""books""",9781461456384,"""nan""","""nan""","""digital functions and data reconstruction : digital-discrete methods""","""chen, li m.""","""new york, ny""","""electronic books.""",9781461456384,"""nan""","""1 online resource""",1.0
17593,17593,a3305,b5234,"""trends in functional programming : 13th international symposium, tfp 2012, st. andrews, uk, june 12-14, 2012, revised selected papers""","""hans-wolfgang loidl, ricardo peña (eds.)""","""heidelberg : springer, 2013.""","""books""",9783642404474,"""lecture notes in computer science ; 7829,lncs sublibrary. theoretical computer science and general issues,""","""nan""","""trends in functional programming : 13th international symposium, tfp 2012, st. andrews, uk, june 12-14, 2012, revised selected papers""","""loidl, hans-wolfgang, | peã±a, ricardo,""","""heidelberg""","""electronic books. | conference papers and proceedings.""",9783642404474,"""lecture notes in computer science ; 7829, 0302-9743 lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 311 pages)""",1.0
17594,17594,a2615,b5235,"""dance integration : 36 dance lesson plans for science and mathematics""","""karen a. kaufmann, ma, university of montana, jordan dehline, bfa university of montana""","""champaign, il : human kinetics, [2014]""","""books""",9781450441339,"""nan""","""nan""","""dance integration : 36 dance lesson plans for science and mathematics""","""kaufmann, karen a.""","""champaign, il""","""nan""",9781450441339,"""nan""","""x, 229 pages""",1.0
17603,17603,a420,b5251,"""measuring data quality for ongoing improvement a data quality assessment framework""","""laura sebastian-coleman""","""waltham, mass. : elsevier, 2013.""","""books""",9781283933186,"""the morgan kaufmann series on business intelligence,""","""nan""","""measuring data quality for ongoing improvement : a data quality assessment framework""","""sebastian-coleman, laura.""","""burlington""","""electronic books.""",9780123977540,"""nan""","""1 online resource""",0.9
17604,17604,a420,b5252,"""measuring data quality for ongoing improvement a data quality assessment framework""","""laura sebastian-coleman""","""waltham, mass. : elsevier, 2013.""","""books""",9781283933186,"""the morgan kaufmann series on business intelligence,""","""nan""","""measuring data quality for ongoing improvement : a data quality assessment framework""","""sebastian-coleman, laura.""","""burlington""","""electronic books.""",9780123977540,"""nan""","""1 online resource""",0.9
17605,17605,a4977,b5253,"""security and privacy in social networks""","""yaniv altshuler ... [and others], editors""","""new york, ny : springer, [2013] ©2013""","""books""",9781461441397,"""nan""","""nan""","""security and privacy in social networks""","""altshuler, yaniv.""","""new york, ny""","""electronic books.""",9781461441397,"""nan""","""1 online resource""",1.0
17621,17621,a4434,b5256,"""ambient intelligence : european conference, ami 2014, eindhoven, the netherlands, november 11-13, 2014, revised selected papers""","""edited by emile aarts, boris de ruyter, panos markopoulos, evert van loenen, reiner wichert, ben schouten, jacques terken, rob van kranenburg, elke den ouden, gregory o'hare""","""cham : springer, 2014. ©2014""","""books""",9783319141121,"""lecture notes in computer science ; 8850,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan""","""ambient intelligence : european conference, ami 2014, eindhoven, the netherlands, november 11-13, 2014. revised selected papers""","""aarts, emile.""","""cham""","""electronic books.""",9783319141121,"""lecture notes in computer science ; 8850.""","""1 online resource (xiii, 346 p.)""",0.9375
17622,17622,a804,b5268,"""science formative assessment : 75 practical strategies for linking assessment, instruction, and learning""","""page keeley""","""thousand oaks, ca : corwin press, [2008] ©2008""","""books""",9781412941792,"""nan""","""nan""","""science formative assessment : 75 practical strategies for linking assessment, instruction, and learning""","""keeley, page.""","""thousand oaks, ca""","""nan""",9781412941792,"""nan""","""xiv, 233 p.""",1.0
17629,17629,a588,b5288,"""advances in knowledge discovery and data mining : 21st pacific-asia conference, pakdd 2017, jeju, south korea, may 23-26, 2017, proceedings. part ii""","""jinho kim, kyuseok shim, longbing cao, jae-gil lee, xuemin lin, yang-sae moon (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319575292,"""lecture notes in computer science. lecture notes in artificial intelligence ; 10235,lncs sublibrary. artificial intelligence,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan""","""advances in knowledge discovery and data mining : 21st pacific-asia conference, pakdd 2017, jeju, south korea, may 23-26, 2017, proceedings, part ii""","""kim, jinho. | shim, kyuseok. | cao, longbing. | lee, jae-gil. | lin, xuemin. | moon, yang-sae.""","""cham""","""electronic books.""",9783319575292,"""lecture notes in computer science ; 10235. 0302-9743""","""1 online resource (xxxii, 857 p.)""",0.9090909090909091
17630,17630,a2191,b5288,"""advances in knowledge discovery and data mining : 21st pacific-asia conference, pakdd 2017, jeju, south korea, may 23-26, 2017, proceedings. part i""","""jinho kim, kyuseok shim, longbing cao, jae-gil lee, xuemin lin, yang-sae moon (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319574547,"""lecture notes in computer science. lecture notes in artificial intelligence ; 10234,lncs sublibrary. artificial intelligence,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan""","""advances in knowledge discovery and data mining : 21st pacific-asia conference, pakdd 2017, jeju, south korea, may 23-26, 2017, proceedings, part ii""","""kim, jinho. | shim, kyuseok. | cao, longbing. | lee, jae-gil. | lin, xuemin. | moon, yang-sae.""","""cham""","""electronic books.""",9783319575292,"""lecture notes in computer science ; 10235. 0302-9743""","""1 online resource (xxxii, 857 p.)""",0.8260869565217391
17654,17654,a5441,b5294,"""high performance computing in science and engineering '15 : transactions of the high performance computing center, stuttgart (hlrs) 2015""","""wolfgang e. nagel, dietmar h. kröner, michael m. resch, editors""","""cham : springer, 2016.""","""books""",9783319246338,"""nan""","""nan""","""high performance computing in science and engineering '15 : transactions of the high performance computing center, stuttgart (hlrs) 2015""","""nagel, wolfgang e., | krã¶ner, dietmar, | resch, michael,""","""cham""","""electronic books.""",9783319246338,"""nan""","""1 online resource (ix, 701 pages)""",1.0
17661,17661,a1743,b5295,"""high performance computing in science and engineering '16 : transactions of the high performance computing center, stuttgart (hlrs) 2016""","""wolfgang e. nagel, dietmar h. kröner, michael m. resch, editors""","""cham, switzerland : springer, 2016.""","""books""",9783319470665,"""nan""","""nan""","""high performance computing in science and engineering '16 : transactions of the high performance computing center, stuttgart (hlrs) 2016""","""nagel, wolfgang e., | krã¶ner, dietmar, | resch, michael,""","""cham, switzerland""","""electronic books.""",9783319470665,"""nan""","""1 online resource""",1.0
17676,17676,a1697,b5305,"""statistics for the behavioral sciences""","""frederick j gravetter, larry b. wallnau""","""eighth edition. australia ; belmont, ca : wadsworth, [2009] ©2009""","""books""",9780495602200,"""nan""","""nan""","""essentials of statistics for the behavioral sciences""","""gravetter, frederick j.""","""australia""","""nan""",9781285051253,"""nan""","""xvi, 631 pages""",0.5
17734,17734,a5704,b5316,"""using science notebooks in elementary classrooms""","""michael p. klentschy""","""arlington, va. : nsta press, [2008] ©2008""","""books""",9781933531038,"""nan""","""nan""","""using science notebooks in elementary classrooms""","""klentschy, michael p.""","""arlington, va.""","""nan""",9781933531038,"""nan""","""ix, 126 p.""",1.0
17750,17750,a2531,b5327,"""using geodata & geolocation in the social sciences : mapping our connected world""","""david abernathy""","""los angeles : sage, 2017. ©2017""","""books""",9781473908185,"""nan""","""nan""","""using geodata & geolocation in the social sciences : mapping our connected world""","""abernathy, david ray""","""los angeles""","""geographic information systems.""",9781473908185,"""nan""","""xiv, 327 pages, 2 unnumbered pages""",1.0
17754,17754,a742,b5328,"""data structure and software engineering : challenges and improvements""","""[edited by] james l. antonakos""","""oakville, ont. : apple academic press, [2011] ©2011""","""books""",9781926692975,"""nan""","""nan""","""data structure and software engineering : challenges and improvements""","""antonakos, james l.""","""oakville, ont.""","""nan""",9781926692975,"""nan""","""350 p.""",1.0
17760,17760,a191,b5347,"""spss survival manual : a step by step guide to data analysis using ibm spss""","""julie pallant""","""fifth edition. maidenhead, berkshire, england : mcgraw hill, 2013.""","""books""",9780335262588,"""nan""","""nan""","""spss survival manual : a step by step guide to data analysis using spss""","""pallant, julie.""","""maidenhead""","""nan""",9780335242405,"""nan""","""1 online resource (xiv, 345 pages)""",0.9285714285714286
17761,17761,a1187,b5347,"""spss survival manual : a step by step guide to data analysis using ibm spss""","""julie pallant""","""6th edition. maidenhead, berkshire, england : mcgraw-hill education, 2016.""","""books""",9780335261543,"""nan""","""nan""","""spss survival manual : a step by step guide to data analysis using spss""","""pallant, julie.""","""maidenhead""","""nan""",9780335242405,"""nan""","""1 online resource (xiv, 345 pages)""",0.9285714285714286
17762,17762,a1459,b5347,"""spss survival manual : a step by step guide to data analysis using spss for windows (version 12)""","""julie pallant""","""second edition. maidenhead, berkshire. u.k. : open university press, 2005.""","""books""",9780335216406,"""nan""","""nan""","""spss survival manual : a step by step guide to data analysis using spss""","""pallant, julie.""","""maidenhead""","""nan""",9780335242405,"""nan""","""1 online resource (xiv, 345 pages)""",0.6666666666666666
17763,17763,a2713,b5347,"""spss survival manual : a step by step guide to data analysis using spss""","""julie pallant""","""fourth edition. maidenhead : open university press/mcgraw-hill, 2010.""","""books""",9780335242399,"""nan""","""nan""","""spss survival manual : a step by step guide to data analysis using spss""","""pallant, julie.""","""maidenhead""","""nan""",9780335242405,"""nan""","""1 online resource (xiv, 345 pages)""",1.0
17764,17764,a5336,b5347,"""spss survival manual : a step by step guide to data analysis using spss""","""julie pallant""","""fourth edition. maidenhead : open university press/mcgraw-hill, 2010.""","""books""",9780335242405,"""nan""","""nan""","""spss survival manual : a step by step guide to data analysis using spss""","""pallant, julie.""","""maidenhead""","""nan""",9780335242405,"""nan""","""1 online resource (xiv, 345 pages)""",1.0
17767,17767,a1656,b5348,"""ethical challenges in the behavioral and brain sciences : case studies and commentaries""","""edited by robert j. sternberg, cornell university, susan t. fiske, princeton university""","""new york, ny : cambridge university press, 2015.""","""books""",9781107039735,"""nan""","""nan""","""cosmogenic nuclides : principles, concepts and applications in the earth surface sciences""","""dunai, t. j. (tibor), 1965-""","""cambridge ; cambridge university press, â©2010.""","""electronic books.""",9780511677526,"""nan""","""1 online resource (ix, 187 pages)""",0.2
17771,17771,a4736,b5348,"""cosmogenic nuclides : principles, concepts and applications in the earth surface sciences""","""tibor j. dunai""","""cambridge, uk ; new york : cambridge university press, 2010.""","""books""",9780521873802,"""nan""","""nan""","""cosmogenic nuclides : principles, concepts and applications in the earth surface sciences""","""dunai, t. j. (tibor), 1965-""","""cambridge ; cambridge university press, â©2010.""","""electronic books.""",9780511677526,"""nan""","""1 online resource (ix, 187 pages)""",1.0
17801,17801,a5400,b5355,"""data security breaches and privacy in europe""","""rebecca wong""","""london : springer, 2013.""","""books""",9781447155867,"""springerbriefs in cybersecurity,""","""nan""","""data security breaches and privacy in europe""","""wong, rebecca.""","""london""","""electronic books.""",9781447155867,"""springerbriefs in cybersecurity, 2193-973x""","""1 online resource (vii, 54 p.).""",1.0
17802,17802,a2154,b5359,"""gis and the social sciences : theory and applications""","""dimitris ballas, graham clarke, rachel s. franklin and andy newing""","""abingdon, oxon ; new york, ny : routledge, 2018. ©2018""","""books""",9781138785137,"""nan""","""nan""","""gis and the social sciences : theory and applications""","""ballas, dimitris""","""abingdon, oxon ; new york, ny""","""nan""",9781138785137,"""nan""","""xix, 279 pages ; 26 cm""",1.0
17805,17805,a4539,b5363,"""big data analytics for sensor-network collected intelligence""","""edited by hui-huang hsu, chuan-yu chang, ching-hsien hsu""","""london, united kingdom : academic press, an imprint of elsevier, 2017.""","""books""",9780128096253,"""intelligent data-centric systems,""","""nan""","""big data analytics for sensor-network collected intelligence""","""hsu, hui-huang, | chang, chuan-yu, | hsu, ching-hsien,""","""london, united kingdom""","""electronic books.""",9780128096253,"""intelligent data-centric systems""","""1 online resource.""",1.0
17814,17814,a1751,b5366,"""natural language processing and chinese computing : third ccf conference, nlpcc 2014, shenzhen, china, december 5-9, 2014, proceedings""","""edited by chengqing zong, jian-yun nie, dongyan zhao, yansong feng""","""berlin : springer, 2014.""","""books""",9783662459249,"""communications in computer and information science ; 496,""","""nan""","""natural language processing and chinese computing : third ccf conference, nlpcc 2014, shenzhen, china, december 5-9, 2014. proceedings""","""zong, chengqing, | nie, jian-yun, | zhao, dongyan, | feng, yansong,""","""berlin""","""electronic books.""",9783662459249,"""communications in computer and information science ; 496. 1865-0929""","""1 online resource (xviii, 474 p.)""",0.9444444444444444
17818,17818,a1671,b5383,"""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part ii""","""fuling bian ... [and others] (eds.)""","""berlin, heidelberg : springer berlin heidelberg : imprint: springer, 2013.""","""books""",9783642419072,"""communications in computer and information science ; 399,""","""nan""","""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part ii""","""bian, fuling.""","""berlin""","""conference proceedings.""",9783642419072,"""communications in computer and information science ; 399.""","""xxiii, 637 p.""",1.0
17822,17822,a3828,b5383,"""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part ii""","""fuling bian ... [and others] (eds.)""","""berlin, heidelberg : springer berlin heidelberg : imprint: springer, 2013.""","""books""",9783642419089,"""communications in computer and information science ; 399,""","""nan""","""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part ii""","""bian, fuling.""","""berlin""","""conference proceedings.""",9783642419072,"""communications in computer and information science ; 399.""","""xxiii, 637 p.""",1.0
17823,17823,a4813,b5383,"""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part i""","""fuling bian ... [and others] (eds.)""","""berlin, heidelberg : springer berlin heidelberg : imprint: springer, 2013.""","""books""",9783642450259,"""communications in computer and information science ; 398,""","""nan""","""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part ii""","""bian, fuling.""","""berlin""","""conference proceedings.""",9783642419072,"""communications in computer and information science ; 399.""","""xxiii, 637 p.""",0.9
17867,17867,a8,b5401,"""data clustering : algorithms and applications""","""[edited by] charu c. aggarwal, chandan k. reddy""","""boca raton : chapman and hall/crc, [2014] ©2014""","""books""",9781466558212,"""chapman & hall/crc data mining and knowledge discovery series,""","""nan""","""data clustering : algorithms and applications.""","""aggarwal, charu c.""","""hoboken""","""electronic books.""",9781466558229,"""chapman & hall/crc data mining and knowledge discovery series.""","""1 online resource (648 p.)""",0.7142857142857143
17869,17869,a1115,b5401,"""data classification : algorithms and applications""","""edited by charu c. aggarwal, ibm t. j. watson research center, yorktown heights, new york, usa""","""boca raton : crc press, taylor & francis group, [2015] ©2015""","""books""",9781466586741,"""chapman & hall/crc data mining and knowledge discovery series,""","""nan""","""data clustering : algorithms and applications.""","""aggarwal, charu c.""","""hoboken""","""electronic books.""",9781466558229,"""chapman & hall/crc data mining and knowledge discovery series.""","""1 online resource (648 p.)""",0.5
17876,17876,a4213,b5404,"""data breach and encryption handbook""","""lucy thomson, editor""","""chicago, ill. : american bar association, section of science & technology law, 2011.""","""books""",9781604429893,"""nan""","""nan""","""data breach and encryption handbook""","""thomson, lucy l.""","""chicago""","""nan""",9781604429893,"""nan""","""xxv, 328 p.""",1.0
17956,17956,a1391,b5421,"""computational statistics in the earth sciences : with applications in matlab""","""alan d. chave, woods hole oceanographic institute, massachusetts""","""cambridge, united kingdom ; new york, ny : cambridge university press, 2017. ©2017""","""books""",9781107096004,"""nan""","""nan""","""computational statistics in the earth sciences : with applications in matlab""","""chave, alan dana""","""cambridge, united kingdom ; new york, ny""","""nan""",9781107096004,"""nan""","""xiii, 451 pages ; 26 cm""",1.0
17970,17970,a1344,b5428,"""data-driven methods for adaptive spoken dialogue systems : computational learning for conversational interfaces""","""oliver lemon, olivier pietquin, editors""","""new york : springer science+business media, [2012] ©2012""","""books""",9781461448037,"""nan""","""nan""","""data-driven methods for adaptive spoken dialogue systems : computational learning for conversational interfaces""","""lemon, oliver. | pietquin, olivier.""","""new york""","""electronic books.""",9781461448037,"""nan""","""1 online resource (ix, 177 pages)""",1.0
17977,17977,a3217,b5435,"""secure and trust computing, data management and applications : 8th ftra international conference, sta 2011, loutraki, greece, june 28-30, 2011, proceedings""","""james j. park ... [and others] (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642223396,"""communications in computer and information science ; 186,""","""nan""","""secure and trust computing, data management and applications : 8th ftra international conference, sta 2011, loutraki, greece, june 28-30, 2011, proceedings""","""park, james j.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642223396,"""communications in computer and information science ; 186.""","""1 online resource (xv, 252 pages)""",1.0
18058,18058,a1773,b5451,"""uncharted : big data as a lens on human culture""","""erez aiden and jean-baptiste michel""","""new york, new york : riverhead books, 2013. ©2013""","""books""",9781594487453,"""nan""","""nan""","""uncharted : big data as a lens on human culture""","""aiden, erez.""","""new york""","""nan""",9781594487453,"""nan""","""280 pages""",1.0
18060,18060,a4462,b5459,"""secure and trust computing, data management, and applications : sta 2011 workshops: iwcs 2011 and stave 2011, loutraki, greece, june 28-30, 2011, proceedings""","""changhoon lee ... [and others] (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642223655,"""communications in computer and information science ; 187,""","""nan""","""secure and trust computing, data management, and applications : sta 2011 workshops: iwcs 2011 and stave 2011, loutraki, greece, june 28-30, 2011, proceedings""","""lee, changhoon.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642223655,"""communications in computer and information science ; 187.""","""1 online resource (xvi, 204 pages)""",1.0
18063,18063,a99,b5461,"""the accidental data scientist : big data applications and opportunities for librarians and information professionals""","""amy l. affelt ; foreword by thomas h. davenport""","""medford, new jersey : information today, inc., 2015. ©2015""","""books""",9781573877077,"""nan""","""nan""","""the accidental data scientist : big data applications and opportunities for librarians and information professionals""","""affelt, amy l., 1970-""","""medford, new jersey""","""nan""",9781573875110,"""nan""","""xvii, 222 pages ; 23 cm""",1.0
18064,18064,a1489,b5461,"""the accidental data scientist : big data applications and opportunities for librarians and information professionals""","""by amy affelt""","""medford, new jersey : information today, inc., [2015] ©2015""","""books""",9781573875110,"""nan""","""nan""","""the accidental data scientist : big data applications and opportunities for librarians and information professionals""","""affelt, amy l., 1970-""","""medford, new jersey""","""nan""",9781573875110,"""nan""","""xvii, 222 pages ; 23 cm""",1.0
18071,18071,a2256,b5462,"""fastlane : managing science in the internet world""","""thomas j. misa, jeffrey r. yost""","""baltimore, maryland : johns hopkins university press, 2016. ©2016""","""books""",9781421418698,"""johns hopkins studies in the history of technology,johns hopkins studies in the history of technology (unnumbered),""","""nan""","""fastlane : managing science in the internet world""","""misa, thomas j.""","""baltimore""","""history.""",9781421418681,"""johns hopkins studies in the history of technology (unnumbered)""","""ix, 206 pages ; illustrations, maps ; 24 cm.""",1.0
18074,18074,a4031,b5462,"""fastlane : managing science in the internet world""","""thomas j. misa, jeffrey r. yost""","""baltimore : johns hopkins university press, 2016.""","""books""",9781421418698,"""johns hopkins studies in the history of technology,""","""nan""","""fastlane : managing science in the internet world""","""misa, thomas j.""","""baltimore""","""history.""",9781421418681,"""johns hopkins studies in the history of technology (unnumbered)""","""ix, 206 pages ; illustrations, maps ; 24 cm.""",1.0
18081,18081,a3592,b5465,"""collaboration in a data-rich world 18th ifip wg 5.5 working conference on virtual enterprises, pro-ve 2017, vicenza, italy, september 18-20, 2017, proceedings""","""edited by luis m. camarinha-matos, hamideh afsarmanesh, rosanna fornasiero""","""cham : springer international publishing : imprint: springer, 2017.""","""books""",9783319651514,"""ifip advances in information and communication technology, 506,""","""nan""","""collaboration in a data-rich world : 18th ifip wg 5.5 working conference on virtual enterprises, pro-ve 2017, vicenza, italy, september 18-20, 2017, proceedings""","""camarinha-matos, luis m. | afsarmanesh, hamideh. | fornasiero, rosanna.""","""cham""","""electronic books.""",9783319651514,"""ifip advances in information and communication technology ; 506. 1868-4238""","""1 online resource (xvii, 777 p.)""",0.9545454545454546
18083,18083,a415,b5468,"""ssd for r : an r package for analyzing single-subject data""","""by charles auerbach, phd. and wendy zeitlin, phd""","""new york, ny : oxford university press, [2014]""","""books""",9780199343591,"""nan""","""nan""","""ssd for r : an r package for analyzing single-subject data""","""auerbach, charles.""","""new york""","""nan""",9780199343591,"""nan""","""vii, 160 pages ; 26 cm""",1.0
18088,18088,a2919,b5486,"""semantic technology : 6th joint international conference, jist 2016, singapore, singapore, november 2-4, 2016, revised selected papers""","""edited by yuan-fang li, wei hu, jin song dong, grigoris antoniou, zhe wang, jun sun, yang liu""","""cham : springer international publishing : imprint: springer, 2016.""","""books""",9783319501123,"""lecture notes in computer science ; 10055,""","""nan""","""semantic technology : 6th joint international conference, jist 2016, singapore, singapore, november 2-4, 2016, revised selected papers""","""li, yuan-fang, | hu, wei, | dong, jin song, | antoniou, g. | wang, zhe, | sun, jun, | liu, yang,""","""cham""","""electronic books.""",9783319501123,"""lecture notes in computer science ; 10055. 0302-9743""","""1 online resource (xix, 332 pages)""",1.0
18125,18125,a3364,b5493,"""an odyssey with animals : a veterinarian's reflections on the animal rights & welfare debate""","""adrian r. morrison""","""new york, n.y. : oxford university press, [2009] ©2009""","""books""",9780195374445,"""nan""","""nan""","""an odyssey with animals : a veterinarian's reflections on the animal rights & welfare debate""","""morrison, adrian r.""","""new york, n.y.""","""nan""",9780195374445,"""nan""","""xiv, 272 p. ; 24 cm.""",1.0
18128,18128,a2920,b5511,"""computer science reconsidered : the invocation model of process expression""","""karl m. fant""","""hoboken, n.j. : wiley-interscience, [2007] ©2007""","""books""",9780470125779,"""nan""","""nan""","""computer science reconsidered : the invocation model of process expression  karl m. fant.""","""fant, karl m.""","""hoboken, n.j.""","""nan""",9780471798149,"""nan""","""xix, 269 p.""",0.6
18140,18140,a5646,b5569,"""financial cryptography and data security : 13th international conference, fc 2009, accra beach, barbados, february 23-26, 2009 : revised selected papers""","""roger dingledine, philippe golle (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642035494,"""lecture notes in computer science ; 5628,""","""nan""","""financial cryptography and data security : 13th international conference, fc 2009, accra beach, barbados, february 23-26, 2009 : revised selected papers""","""dingledine, roger, | golle, philippe.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642035494,"""lecture notes in computer science ; 5628. lncs sublibrary. sl 4, security and cryptology.""","""1 online resource""",1.0
18146,18146,a1355,b5573,"""the semantic web and web science : 8th chinese conference, csws 2014, wuhan, china, august 8-12, 2014, revised selected papers""","""edited by dongyan zhao, jianfeng du, haofen wang, peng wang, donghong ji, jeff z. pan""","""heidelberg : springer, 2014.""","""books""",9783662454954,"""communications in computer and information science ; 480,""","""nan""","""the semantic web and web science : 8th chinese conference, csws 2014, wuhan, china, august 8-12, 2014, revised selected papers""","""zhao, dongyan, | du, jianfeng. | wang, haofen. | wang, peng. | ji, donghong. | pan, jeff z.""","""heidelberg""","""electronic books.""",9783662454954,"""communications in computer and information science ; 480. 1865-0929""","""1 online resource (xii, 252 pages)""",1.0
18157,18157,a986,b5574,"""reality mining : using big data to engineer a better world""","""by nathan eagle and kate greene""","""cambridge, massachusetts : the mit press, [2014]""","""books""",9780262027687,"""nan""","""nan""","""reality mining : using big data to engineer a better world""","""eagle, nathan.""","""cambridge, massachusetts""","""nan""",9780262027687,"""nan""","""vi, 199 pages ; 21 cm""",1.0
18158,18158,a5082,b5574,"""reality mining : using big data to engineer a better world""","""by nathan eagle and kate greene""","""cambridge, massachusetts : the mit press, [2014] ©2014""","""books""",9780262324564,"""nan""","""nan""","""reality mining : using big data to engineer a better world""","""eagle, nathan.""","""cambridge, massachusetts""","""nan""",9780262027687,"""nan""","""vi, 199 pages ; 21 cm""",1.0
18159,18159,a5209,b5574,"""reality mining : using big data to engineer a better world""","""by nathan eagle and kate greene""","""cambridge, massachusetts ; london, england : the mit press, 2014. ©2014""","""books""",9780262529839,"""nan""","""nan""","""reality mining : using big data to engineer a better world""","""eagle, nathan.""","""cambridge, massachusetts""","""nan""",9780262027687,"""nan""","""vi, 199 pages ; 21 cm""",1.0
18163,18163,a49,b5576,"""security assessment in vehicular networks""","""suguo du, haojin zhu""","""new york, ny : springer new york : imprint: springer, 2013.""","""books""",9781461493570,"""springerbriefs in computer science,""","""nan""","""security assessment in vehicular networks""","""du, suguo.""","""new york, ny""","""electronic books.""",9781461493570,"""springerbriefs in computer science, 2191-5768""","""1 online resource (xi, 49 pages)""",1.0
18167,18167,a2538,b5578,"""applied survival analysis : regression modeling of time-to-event data""","""david w. hosmer, stanley lemeshow, susanne may""","""second edition. hoboken, n.j. : wiley-interscience, [2008] ©2008""","""books""",9780471754992,"""wiley series in probability and statistics,""","""nan""","""applied survival analysis : regression modeling of time-to-event data""","""hosmer, david w.""","""hoboken, n.j.""","""electronic books.""",9781118211588,"""wiley series in probability and statistics.""","""1 online resource""",1.0
18170,18170,a4920,b5578,"""applied survival analysis : regression modeling of time-to-event data""","""david w. hosmer, stanley lemeshow, susanne may""","""2nd ed. hoboken, n.j. : wiley-interscience, [2008] ©2008""","""books""",9780470258019,"""wiley series in probability and statistics,""","""nan""","""applied survival analysis : regression modeling of time-to-event data""","""hosmer, david w.""","""hoboken, n.j.""","""electronic books.""",9781118211588,"""wiley series in probability and statistics.""","""1 online resource""",1.0
18177,18177,a2538,b5581,"""applied survival analysis : regression modeling of time-to-event data""","""david w. hosmer, stanley lemeshow, susanne may""","""second edition. hoboken, n.j. : wiley-interscience, [2008] ©2008""","""books""",9780471754992,"""wiley series in probability and statistics,""","""nan""","""applied survival analysis : regression modeling of time-to-event data""","""hosmer, david w.""","""hoboken, n.j.""","""electronic books.""",9781118211588,"""wiley series in probability and statistics.""","""1 online resource""",1.0
18180,18180,a4920,b5581,"""applied survival analysis : regression modeling of time-to-event data""","""david w. hosmer, stanley lemeshow, susanne may""","""2nd ed. hoboken, n.j. : wiley-interscience, [2008] ©2008""","""books""",9780470258019,"""wiley series in probability and statistics,""","""nan""","""applied survival analysis : regression modeling of time-to-event data""","""hosmer, david w.""","""hoboken, n.j.""","""electronic books.""",9781118211588,"""wiley series in probability and statistics.""","""1 online resource""",1.0
