,ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
5534,a5534,"""Improvements in travel monitoring and data aspects of the energy problem""","""Transportation Research Board, Commission on Sociotechnical Systems, National Research Council""","""Washington, D.C. : National Academy of Sciences, 1981.""","""Books""",9780309032568,"""Transportation research record. 815,""","""nan"""
5535,a5535,"""The practice of research in social work""","""Rafael J. Engel, University of Pittsburg, Russell K. Schutt, University of Massachusetts Boston""","""Fourth edition. Los Angeles, California : SAGE, [2017]""","""Books""",9781506304267,"""nan""","""nan"""
5536,a5536,"""Regional performance measurement and improvement : new developments and applications of data envelopment analysis""","""Soushi Suzuki, Peter Nijkamp""","""Singapore : Springer, [2017] ©2017""","""Books""",9789811002427,"""New frontiers in regional science: Asian perspectives ; v. 9,""","""nan"""
5539,a5539,"""Managing scientific information and research data""","""Svetla Baykoucheva""","""Waltham, MA : Chandos Publishing, [2015] ©2015""","""Books""",9780081002377,"""Chandos information professional series,""","""nan"""
5540,a5540,"""CAAP '88 : 13th Colloquium on Trees in Algebra and Programming, Nancy, France, March 21-24, 1988 : proceedings""","""M. Dauchet, M. Nivat""","""Berlin ; New York : Springer-Verlag, [1988] ©1988""","""Books""",9780387190211,"""Lecture notes in computer science ; 299,""","""nan"""
5541,a5541,"""Quantitative data analysis with SPSS for Windows : a guide for social scientists""","""Alan Bryman and Duncan Cramer""","""London ; New York : Routledge, 1997.""","""Books""",9780415147194,"""nan""","""nan"""
5543,a5543,"""New frontiers in applied data mining : PAKDD 2011 International Workshops, Shenzhen, China, May 24-27, 2011, Revised selected papers""","""Longbing Cao...[and others] (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642283208,"""Lecture notes in computer science. Lecture notes in artificial intelligence,Lecture notes in computer science ; 7104,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
5544,a5544,"""SAR data processing for remote sensing : 28-30 September 1994, Rome, Italy""","""Giorgio Franceschetti, chair/editor ; sponsored by the Commission of the European Communities, Directorate General for Science, Research, and Development ... [and others]""","""Bellingham, Wash. : SPIE, [1994] ©1994""","""Books""",9780819416469,"""Europto series,Proceedings of SPIE--the International Society for Optical Engineering ; v. 2316,""","""nan"""
5545,a5545,"""Aligning business processes and information systems : new approaches to continuous quality engineering""","""Robert Heinrich ; foreword by Prof. Dr. Barbara Paech""","""Wiesbaden : Springer Vieweg, 2014.""","""Books""",9783658065188,"""nan""","""nan"""
5546,a5546,"""Handbook of statistical procedures and their computer applications to education and the behavioral sciences""","""Melvyn N. Freed, editor ; Joseph M. Ryan, Robert K. Hess, authors""","""New York : American Council on Education ; Toronto : Maxwell Macmillan Canada ; New York : Maxwell Macmillan International, [1991] ©1991""","""Books""",9780028971476,"""American Council on Education/Macmillan series on higher education,American Council on Education series on higher education,""","""nan"""
5547,a5547,"""Future data and security engineering : first International Conference, FDSE 2014, Ho Chi Minh City, Vietnam, November 19-21, 2014, proceedings""","""Tran Khanh Dang, Roland Wagner, Erich Neuhold, Makoto Takizawa, Josef Küng, Nam Thoai (eds.)""","""Cham : Springer, 2014.""","""Books""",9783319127781,"""Lecture notes in computer science ; 8860,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
5548,a5548,"""R graphics""","""Paul Murrell""","""Boca Raton, FL : Chapman & Hall/CRC, 2006.""","""Books""",9781584884866,"""Series in computer science and data analysis,""","""nan"""
5549,a5549,"""Image, video & 3D data registration : medical, satellite & video processing applications with quality metrics""","""[contributions by] Vasileios Argyriou, Faculty of Science, Engineering and Computing, Kingston University, UK, Jesus Martinez del Rincon, Queen's University, Belfast, UK, Barbara Villarini, Advanced Research Technology ART Group, Italy, Alexis Roche, Siemens Medical Solutions, Switzerland""","""Chichester, West Sussex, United Kingdom : Wiley, 2015.""","""Books""",9781118702451,"""nan""","""nan"""
5550,a5550,"""Neural information processing : 23rd International Conference, ICONIP 2016, Kyoto, Japan, October 16-21, 2016, Proceedings. Part II""","""Akira Hirose, Seiichi Ozawa, Kenji Doya, Kazushi Ikeda, Minho Lee, Derong Liu (eds.)""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319466729,"""Lecture notes in computer science ; 9948,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
5551,a5551,"""Improving how universities teach science : lessons from the Science Education Initiative""","""Carl Wieman""","""Cambridge, Massachusetts : Harvard University Press, 2017. ©2017""","""Books""",9780674972070,"""nan""","""nan"""
5552,a5552,"""Global climate change""","""writer, Lorraine DiRienzo ; produced [and directed] by JWM Productions""","""Wynnewood, PA : Schlessinger Media, [2008] ©2008""","""Videos, Slides, Films""",9781417109227,"""Environmental science for students,""","""nan"""
5553,a5553,"""Algorithms and data structures in computer engineering""","""E. Stewart Lee""","""Boston : Jones and Bartlett Publishers, [1992] ©1992""","""Books""",9780867202199,"""nan""","""nan"""
5556,a5556,"""Interpreting qualitative data : methods for analysing talk, text and interaction""","""David Silverman""","""London ; Thousand Oaks, Cal. : Sage, 1993.""","""Books""",9780803987579,"""nan""","""nan"""
5557,a5557,"""Programming projects in C for students of engineering, science, and mathematics""","""Rouben Rostamian""","""Baltimore, Maryland : University of Maryland, Baltimore County, [2014]""","""Books""",9781611973501,"""Computational science and engineering ; 13,""","""nan"""
5558,a5558,"""The DES, an extensive documentation and evaluation of the Data Encryption Standard""","""by Mikael J. Simovits""","""Laguna Hills, Calif. : Aegean Park Press, [1995] ©1995""","""Books""",9780894122484,"""Cryptographic series ; 68,""","""nan"""
5559,a5559,"""Essentials of scientific computing : numerical methods in science and engineering""","""Victor Zalizniak""","""Chichester, UK : Horwood Pub., 2008.""","""Books""",9781904275329,"""nan""","""nan"""
5561,a5561,"""Data analysis for scientists and engineers""","""Edward L. Robinson""","""Princeton : Princeton University Press, [2016] ©2016""","""Books""",9780691169927,"""nan""","""nan"""
5563,a5563,"""Capitol-izing on computers in education : proceedings of the 1984 Association for Educational Data Systems, Annual Convention""","""editors, C. Dianne Martin, Rachelle S. Heller ; staff assistants, Irene Bauer, Rachel J. Witty""","""Rockville, Md. : Computer Science Press, [1984] ©1984""","""Books""",9780881750195,"""nan""","""nan"""
5564,a5564,"""Neglect of geologic data : sedimentary strata compared with young-earth creationist writings""","""by Daniel E. Wonderly""","""Hatfield, Pa. : Interdisciplinary Biblical Research Institute, [1987] ©1987""","""Books""",9780944788004,"""nan""","""nan"""
5566,a5566,"""Homomorphic encryption and applications""","""Xun Yi, Russell Paulet, Elisa Bertino""","""Cham : Springer, 2014.""","""Books""",9783319122298,"""SpringerBriefs in computer science,""","""nan"""
5567,a5567,"""Computer science, a first course""","""A. I. Forsythe ... [and others]""","""Second edition. New York : Wiley, [1975]""","""Books""",9780471266815,"""nan""","""nan"""
5568,a5568,"""Collecting evaluation data : problems and solutions""","""[edited by] Leigh Burstein, Howard E. Freeman, Peter H. Rossi""","""Beverly Hills, Calif. : Saga Publications, [1985] ©1985""","""Books""",9780803924499,"""nan""","""nan"""
5569,a5569,"""MATLAB® recipes for earth sciences""","""Martin H. Trauth""","""Fourth edition. Berlin : Springer, [2015] ©2015""","""Books""",9783662462430,"""nan""","""nan"""
5570,a5570,"""Study on the long-term retention of selected scientific and technical records of the federal government working papers""","""Commission on Physical Sciences, Mathematics, and Applications, National Research Council""","""Washington, D.C. : National Academy Press, 1995.""","""Books""",9780309573825,"""nan""","""nan"""
5571,a5571,"""CRC materials science and engineering handbook""","""[edited by] James F. Shackelford, William Alexander""","""Third edition. Boca Raton, FL : CRC Press, [2001] ©2001""","""Books""",9780849326967,"""nan""","""nan"""
5572,a5572,"""An introduction to computational geometry for curves and surfaces""","""Alan Davies and Philip Samuels""","""Oxford ; New York : Clarendon Press, 1996.""","""Books""",9780198514787,"""Oxford applied mathematics and computing science series,Oxford applied and engineering mathematics,""","""nan"""
5573,a5573,"""Introduction to zeolite science and practice""","""edited by H. van Bekkum [and others]""","""2nd completely rev. and expanded ed. Amsterdam ; New York : Elsevier, 2001.""","""Books""",9780444824219,"""Studies in surface science and catalysis ; vol. 137,""","""nan"""
5574,a5574,"""The Oxford handbook of comparative institutional analysis""","""edited by Glenn Morgan ... [and others]""","""Oxford ; New York : Oxford University Press, 2010.""","""Books""",9780199233762,"""Oxford handbooks,""","""nan"""
5575,a5575,"""Statistical and methodological myths and urban legends : doctrine, verity and fable in the organizational and social sciences""","""edited by Charles E. Lance and Robert J. Vandenberg""","""New York : Routledge, [2009] ©2009""","""Books""",9780805862379,"""nan""","""nan"""
5576,a5576,"""Prolog programming for artificial intelligence""","""Ivan Bratko""","""Second edition. Wokingham, England ; Reading, Mass. : Addison-Wesley Pub. Co., [1990] ©1990""","""Books""",9780201416060,"""International computer science series,""","""nan"""
5577,a5577,"""PASCAL for science and engineering""","""James J. McGregor and Alan H. Watt""","""Marshfield, Mass. : Pitman, 1983.""","""Books""",9780273018896,"""nan""","""nan"""
5578,a5578,"""Decision Support Systems VII. Data, Information and Knowledge Visualization in Decision Support Systems : Third International Conference, ICDSST 2017, Namur, Belgium, May 29-31, 2017, Proceedings""","""edited by Isabelle Linden, Shaofeng Liu, Christian Colot""","""Cham : Springer International Publishing : Imprint : Springer, 2017.""","""Books""",9783319574875,"""Lecture notes in business information processing ; 282,""","""nan"""
5579,a5579,"""Intelligent software for chemical analysis""","""edited by Lutgarde M.C. Buydens and Peter J. Schoenmakers""","""Amsterdam ; New York : Elsevier, 1993.""","""Books""",9780444892072,"""Data handling in science and technology ; v. 13,""","""nan"""
5580,a5580,"""Exercises in computer systems analysis""","""W. Everling""","""Corrected reprint of the first edition. Berlin ; New York : Springer-Verlag, 1975.""","""Books""",9780387074016,"""Lecture notes in computer science ; 35,""","""nan"""
5581,a5581,"""The elements of artificial intelligence using common LISP""","""Steven L. Tanimoto""","""New York : Computer Science Press, [1990] ©1990""","""Books""",9780716782308,"""Principles of computer science series,""","""nan"""
5582,a5582,"""Advances in computer science and education applications : international Conference, CSE 2011, Qingdao, China, July 9-10, 2011. Proceedings. Part II""","""Mark Zhou, Honghua Tan (eds.)""","""Berlin ; Heidelberg : Springer-Verlag, [2011] ©2011""","""Books""",9783642224553,"""Communications in computer and information science ; 202,""","""nan"""
5583,a5583,"""Computational linguistics and intelligent text processing : 5th International Conference, CICLing 2004, Seoul, Korea, February 15-21, 2004 : proceedings""","""Alexander Gelbukh, ed""","""Berlin ; New York : Springer, [2004] ©2004""","""Books""",9783540210061,"""Lecture notes in computer science. 2945,""","""nan"""
5584,a5584,"""Essentials of statistics for the behavioral sciences""","""Susan A. Nolan, Thomas E. Heinzen""","""New York, NY : Worth Publishers, [2011] ©2011""","""Books""",9781429223263,"""nan""","""nan"""
5585,a5585,"""Probability, statistical optics, and data testing : a problem solving approach""","""B. Roy Frieden""","""Berlin ; Heidelberg : Springer-Verlag, 1983.""","""Books""",9780387117690,"""Springer series in information sciences ; 10,""","""nan"""
5586,a5586,"""The leap : the science of trust and why it matters""","""Ulrich Boser""","""Boston : New Harvest/Houghton Mifflin Harcourt, 2014.""","""Books""",9780544262010,"""nan""","""nan"""
5588,a5588,"""Information hiding : 6th international workshop, IH 2004, Toronto, Canada, May 23-25 2004, revised selected papers""","""Jessica Fridrich (ed.)""","""Berlin ; [Great Britain] : Springer, 2004.""","""Books""",9783540242079,"""Lecture notes in computer science. 3200,""","""nan"""
5589,a5589,"""A study on conceptual data modeling""","""Eva Lindencrona-Ohlin""","""Gothenburg : Dept. of Computer Sciences, Chalmers University of Technology and University of Gothenburg, [1979]""","""Books""",9789172222496,"""nan""","""nan"""
5590,a5590,"""Using SPSS for Windows and Macintosh : analyzing and understanding data""","""Samuel B. Green, Neil J. Salkind""","""Fifth edition. Upper Saddle River, N.J. : Pearson/Prentice Hall, 2008.""","""Books""",9780131890251,"""nan""","""nan"""
5591,a5591,"""Transactions on large-scale data- and knowledge-centered systems XXIX""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Berlin, Germany : Springer, 2016.""","""Books""",9783662540374,"""Lecture notes in computer science ; 10120,""","""nan"""
5592,a5592,"""Data engineering issues in e-commerce and services : second international workshop, DEECS 2006, San Francisco, CA, USA, June 26, 2006 : proceedings""","""Juhnyoung Lee ... [and others] (eds.)""","""Berlin ; New York : Springer, [2006] ©2006""","""Books""",9783540354406,"""Lecture notes in computer science. 4055,""","""nan"""
5593,a5593,"""BioInformation processing : a primer on computational cognitive science""","""James K. Peterson""","""Singapore : Springer, 2016.""","""Books""",9789812878717,"""Cognitive science and technology,""","""nan"""
5594,a5594,"""Introduction to data security and controls""","""Edward R. Buck""","""Wellesley, Mass. : Q.E.D. Information Sciences, [1982] ©1982""","""Books""",9780894350627,"""nan""","""nan"""
5595,a5595,"""Data mining techniques for the life sciences""","""edited by Oliviero Carugo, Frank Eisenhaber""","""New York, N.Y. : Humana Press, [2010] ©2010""","""Books""",9781603272407,"""Springer protocols (Series),Methods in molecular biology (Clifton, N.J.) ; v. 609,""","""nan"""
5596,a5596,"""Data integration in the life sciences : 6th international workshop, DILS 2009, Manchester, UK, July 20-22, 2009 ; proceedings""","""Norman W. Paton, Paolo Missier, Cornelia Hedeler (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642028793,"""Lecture notes in computer science ; 5647,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,""","""nan"""
5597,a5597,"""Open data structures : an introduction""","""Pat Morin""","""Edmonton [Alberta] : AU Press, [2013] Beaconsfield, Quebec : Canadian Electronic Library, 2013.""","""Books""",9781927356395,"""OPEL (Open Paths to Enriched Learning),""","""nan"""
5598,a5598,"""Nuclear data for science and technology : International Conference on Nuclear Data for Science and Technology : Santa Fe, New Mexico, 26 September-1 October, 2004""","""editors, Robert C. Haight ... [and others] ; sponsoring organizatons, OECD Nuclear Energy Agency ... [and others]""","""Melville, N.Y. : American Institute of Physics, [2005] ©2005""","""Books""",9780735402546,"""AIP conference proceedings. v. 769,""","""nan"""
5600,a5600,"""Advances in intelligent data analysis : third international symposium, IDA-99, Amsterdam, The Netherlands, August 9-11, 1999 : proceedings""","""David J. Hand, Joost N. Kok, Michael R. Berthold (eds.)""","""Berlin ; New York : Springer, [1999] ©1999""","""Books""",9783540663324,"""Lecture notes in computer science. 1642,""","""nan"""
5601,a5601,"""Computational methods in science and engineering : theory and computation : old problems and new challenges : lectures presented at the International Conference on Computational Methods in Science and Engineering 2007 (ICCMSE 2007), Corfu, Greece, 25-30 September 2007""","""editors, George Maroulis, Theodore E. Simos""","""Melville, N.Y. : American Institute of Physics, 2007.""","""Books""",9780735404779,"""AIP conference proceedings (Online) ; v. 963-964,AIP conference proceedings ; no. 963-964,""","""nan"""
5602,a5602,"""Video processing in the cloud""","""Rafael Silva Pereira, Karin K. Breitman""","""London ; New York : Springer, [2011] ©2011""","""Books""",9781447121374,"""SpringerBriefs in computer science,""","""nan"""
5603,a5603,"""STEM jobs with the environment""","""Julie K. Lundgren""","""[Vero Beach, Fla.] : Rourke Educational Media, [2015]""","""Books""",9781627176972,"""nan""","""nan"""
5604,a5604,"""Transactions on computational science XIV : Special issue on voronoi diagrams and delaunay triangulation""","""Marina L. Gavrilova, C. J. Kenneth Tan, Mir Abolfazl Mostafavi (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642252495,"""Lecture notes in computer science ; 6970,""","""nan"""
5605,a5605,"""Geoscience data and collections : national resources in peril""","""Committee on the Preservation of Geoscience Data and Collections, Committee on Earth Resources, Board on Earth Sciences and Resources, Division on Earth and Life Studies, National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, [2002] ©2002""","""Books""",9780309083416,"""nan""","""nan"""
5607,a5607,"""Journeys to data mining : experiences from 15 renowned researchers""","""Mohamed Medhat Gaber, editors""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642280474,"""nan""","""nan"""
5608,a5608,"""Language maintenance and language shift in Canada : new dimensions in the use of census language data""","""edited by Paul Lamy""","""Ottawa : University of Ottawa Press, 1977.""","""Books""",9780776630533,"""Travaux de recherche en sciences sociales ; no. 3,""","""nan"""
5609,a5609,"""Research design for social work and the human services""","""Jeane W. Anastas""","""Second edition. New York : Columbia University Press, [1999] ©1999""","""Books""",9780231118903,"""nan""","""nan"""
5611,a5611,"""Standards, quality control, and measurement sciences in 3D printing and additive manufacturing""","""Chee Kai Chua, Chee How Wong, Wai Yee Yeong""","""London, United Kingdom : Academic Press is an imprint of Elsevier, [2017] ©2017""","""Books""",9780128134900,"""nan""","""nan"""
5612,a5612,"""Research data management in the ecological sciences""","""edited by William K. Michener""","""First edition. Columbia, S.C. : Published for the Belle W. Baruch Institute for Marine Biology and Coastal Research by the University of South Carolina Press, 1986.""","""Books""",9780872494763,"""Belle W. Baruch library in marine science ; no. 16,""","""nan"""
5613,a5613,"""Probabilistic databases""","""Dan Suciu ... [and others]""","""[San Rafael, Calif.] : Morgan & Claypool, [2011] ©2011""","""Books""",9781608456819,"""Synthesis lectures on data management ; # 16,""","""nan"""
5614,a5614,"""Think globally, act regionally : GIS and data visualization for social science and public policy research""","""Richard LeGates""","""First edition. Redlands, Calif. : ESRI Press, [2005] ©2005""","""Books""",9781589481244,"""nan""","""nan"""
5615,a5615,"""Information processing systems for management""","""Donna Hussain, K.M. Hussain""","""Second edition. Homewood, Ill. : R.D. Irwin, 1985.""","""Books""",9780256032093,"""Irwin series in information and decision sciences,""","""nan"""
5617,a5617,"""Data structures & problem solving using Java""","""Mark Allen Weiss""","""Third edition. Boston, MA : Pearson/Addison-Wesley, [2006] ©2006""","""Books""",9780321322135,"""nan""","""nan"""
5619,a5619,"""Banned : a history of pesticides and the science of toxicology""","""Frederick Rowe Davis""","""New Haven : Yale University Press, [2014] ©2014""","""Books""",9780300210378,"""nan""","""nan"""
5621,a5621,"""Transactions on large-scale data- and knowledge-centered systems XII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg : Springer, [2013] ©2013""","""Books""",9783642453151,"""Lecture notes in computer science ; 8320,""","""nan"""
5622,a5622,"""Atmospheric and environmental remote sensing data processing and utilization III : readiness for GEOSS : 27-28 and 30 August 2007, San Diego, California, USA""","""Mitchell D. Goldberg [and others], editors ; sponsored and published by SPIE""","""Bellingham, Wash. : SPIE, [2007] ©2007""","""Books""",9780819468321,"""Proceedings of SPIE--the International Society for Optical Engineering ; v. 6684,""","""nan"""
5623,a5623,"""Histoire de l'informatique""","""Philippe Breton""","""Paris : La Découverte, 1987.""","""Books""",9782707116765,"""Histoire des sciences,Textes à l'apui. Série histoire des sciences,""","""nan"""
5624,a5624,"""Biotechnology in Japan : a Comprehensive Guide""","""by Rolf D. Schmid""","""Berlin, Heidelberg : Springer Berlin Heidelberg, 1991.""","""Books""",9783642763397,"""nan""","""nan"""
5625,a5625,"""Pathways to data; field methods for studying ongoing social organizations""","""Edited by Robert W. Habenstein""","""Chicago : Aldine Pub. Co., [1970]""","""Books""",9780202301730,"""Observations,""","""nan"""
5626,a5626,"""Computational intelligence in data mining. Volume 2 : Proceedings of the International Conference on CIDM, 5-6 December 2015""","""Himansu Sekhar Behera, Durga Prasad Mohapatra, editors""","""India : Springer, 2016.""","""Books""",9788132227311,"""Advances in intelligent systems and computing ; v. 411,""","""nan"""
5628,a5628,"""Introduction to scheduling""","""edited by Yves Robert, Frédéric Vivien""","""Boca Raton : CRC Press, [2010] ©2010""","""Books""",9781420072730,"""Chapman & Hall/CRC computational science series,""","""nan"""
5631,a5631,"""Big data 2.0 processing systems : a survey""","""Sherif Sakr""","""Switzerland : Springer, 2016.""","""Books""",9783319387765,"""SpringerBriefs in computer science,""","""nan"""
5632,a5632,"""Agriculture to zoology : information literacy in the life sciences""","""edited by Jodee L. Kuden, Julianna E. Braund-allen, Daria O. Carle""","""Kindlington, United Kingdom : Chandos Publishing, an imprint of Elsevier, [2017] ©2017""","""Books""",9780081006726,"""nan""","""nan"""
5633,a5633,"""Nonlinear dynamical systems analysis for the behavioral sciences using real data""","""edited by Stephen J. Guastello and Robert A.M. Gregson""","""Boca Raton, FL : CRC Press, ©2011.""","""Books""",9781439819975,"""nan""","""nan"""
5634,a5634,"""The science and applications of microbial genomics : workshop summary""","""Eileen R. Choffnes, LeighAnne Olsen, and Theresa Wizemann, rapporteurs ; Forum on Microbial Threats, Board on Global Health, Institute of Medicine of the National Academies""","""Washington, D.C. : The National Academies Press, [2013]""","""Books""",9780309268196,"""nan""","""nan"""
5635,a5635,"""Data mining and applications : 23-24 October 2001, Wuhan, China""","""Deren Li ... [and others], chairs/editors ; sponsored by SPIE--the International Society for Optical Engineering [and] Huazhong University of Science and Technology (China) ; cosponsored by Université de Bordeaux III (France) ... [and others] ; supported by National Natural Science Foundation of China [and] Ministry of Education of China""","""Bellingham, Wash., USA : SPIE, [2001] ©2001""","""Books""",9780819442840,"""Proceedings of SPIE--the International Society for Optical Engineering ; v. 4556,""","""nan"""
5639,a5639,"""Research in communication sciences and disorders : methods for systematic inquiry""","""Lauren K. Nelson, PhD, CCC-SLP""","""Third edition. San Diego, CA : Plural Publishing, Inc., [2017] ©2017""","""Books""",9781597567268,"""nan""","""nan"""
5640,a5640,"""Transactions on large-scale data- and knowledge-centered systems XXXIII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Reza Akbarinia, Esther Pacitti (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662556962,"""Lecture notes in computer science ; 10430,""","""nan"""
5641,a5641,"""Turbulent reacting flows""","""prepared by a committee for the United States Air Force Office of Scientific Research""","""Oxford ; New York : Pergamon, 1986.""","""Books""",9780080352008,"""Progress in energy and combustion science ; v. 12, no. 4 (1986),""","""nan"""
5642,a5642,"""Logical data base design""","""Paul E. Jones, Jr., Robert M. Curtice""","""Second edition. Wellesley, Mass. : QED Information Sciences, [1988] ©1988""","""Books""",9780894352324,"""nan""","""nan"""
5643,a5643,"""Digital code of life : how bioinformatics is revolutionizing science, medicine, and business""","""Glyn Moody""","""Hoboken, N.J. : J. Wiley, [2004] ©2004""","""Books""",9780471327882,"""nan""","""nan"""
5645,a5645,"""Soil physics with BASIC : transport models for soil-plant systems""","""Gaylon S. Campbell""","""Amsterdam ; New York : Elsevier, 1985.""","""Books""",9780444425577,"""Developments in soil science ; 14,""","""nan"""
5646,a5646,"""Financial cryptography and data security : 13th international conference, FC 2009, Accra Beach, Barbados, February 23-26, 2009 : revised selected papers""","""Roger Dingledine, Philippe Golle (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642035494,"""Lecture notes in computer science ; 5628,""","""nan"""
5647,a5647,"""Data privacy management and autonomous spontaneous security : 8th International Workshop, DPM 2013, and 6th International Workshop, SETOP 2013, Egham, UK, September 12-13, 2013, revised selected papers""","""Joaquin Garcia-Alfaro, Georgios Lioudakis, Nora Cuppens-Boulahia, Simon Foley, William M. Fitzgerald (eds.)""","""Heidelberg : Springer, 2014.""","""Books""",9783642545689,"""Lecture notes in computer science ; 8247,LNCS sublibrary. Security and cryptology,""","""nan"""
5648,a5648,"""Environmental data handling""","""George B. Heaslip""","""New York : Wiley, [1975]""","""Books""",9780471366720,"""Environmental science and technology,""","""nan"""
5649,a5649,"""From words to numbers : narrative, data, and social science""","""Roberto Franzosi""","""Cambridge ; New York : Cambridge University Press, 2004.""","""Books""",9780521815208,"""Structural analysis in the social sciences ; 22,""","""nan"""
5650,a5650,"""Future directions for NSF advanced computing infrastructure to support U.S. science and engineering in 2017-2020""","""Committee on Future Directions for NSF Advanced Computing Infrastructure to Support U.S. Science in 2017-2020 ; Computer Science and Telecommunications Board ; Division on Engineering and Physical Sciences ; the National Academies of Sciences, Engineering, Medicine""","""Washington, DC : The National Academies Press, [2016] ©2016""","""Books""",9780309389617,"""nan""","""nan"""
5652,a5652,"""CAAP 86 : 11th Colloquium on Trees in Algebra and Programming, Nice, France, March 24-26, 1986 : proceedings""","""edited by P. Franchi-Zannettacci""","""Berlin ; New York : Springer-Verlag, 1986.""","""Books""",9780387164434,"""Lecture notes in computer science ; 214,""","""nan"""
5653,a5653,"""Query answer authentication""","""HweeHwa Pang, Kian-Lee Tan""","""[San Rafael, Calif.] : Morgan & Claypool Publishers, [2012] ©2012""","""Books""",9781608457663,"""Synthesis lectures on data management ; #24,""","""nan"""
5654,a5654,"""Ambulation analysis in wearable ECG""","""Subhasis Chaudhuri, Tanmay D. Pawar, Siddhartha Duttagupta""","""Dordrecht ; New York : Springer, [2009] ©2009""","""Books""",9781441907240,"""nan""","""nan"""
5655,a5655,"""Grid computing in life science : First International Workshop on Life Science Grid, LSGRID 2004, Kanazawa, Japan, May 31-June 1, 2004 : revised selected and invited papers""","""Akihiko Konagaya, Kenji Satou, eds""","""Berlin ; New York : Springer, 2005.""","""Books""",9783540252085,"""Lecture notes in computer science ; 3370,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,""","""nan"""
5657,a5657,"""GIS fundamentals""","""Stephen Wise""","""Second Edition. Boca Raton, FL : CRC Press, 2014""","""Books""",9781439886953,"""nan""","""nan"""
5658,a5658,"""Preclinical speech science : anatomy, physiology, acoustics, and perception""","""Thomas J. Hixon, Gary G. Weismer, Jeannette D. Hoit""","""San Diego : Plural Pub., ©2008.""","""Books""",9781597561822,"""nan""","""nan"""
5660,a5660,"""Mössbauer effect data index : covering the 1976 literature""","""edited by John G. Stevens and Virginia E. Stevens, University of North Carolina at Asheville and University of Nijmegen, the Netherlands""","""New York : Springer Science+Business Media, [1978] ©1978""","""Books""",9781475759037,"""nan""","""nan"""
5661,a5661,"""Using published data : errors and remedies""","""Herbert Jacob""","""Beverly Hills : Sage Publications, [1984] ©1984""","""Books""",9780803922990,"""Quantitative applications in the social sciences ; no. 07-042,""","""nan"""
5662,a5662,"""Intermediate problem solving and data structures : walls and mirrors""","""Paul Helman, Robert Veroff""","""Menlo Park, Calif. : Benjamin/Cummings Pub. Co., [1986] ©1986""","""Books""",9780805389401,"""Benjamin/Cummings series in structured programming,""","""nan"""
5663,a5663,"""Introduction to computational social science : principles and applications""","""Claudio Cioffi-Revilla""","""London : Springer, 2014.""","""Books""",9781447156611,"""Texts in computer science,Undergraduate texts in computer science,""","""nan"""
5664,a5664,"""WEBKDD 2001--mining web log data across all customer touch points : third international workshop, San Francisco, CA, USA, August 26, 2001 : revised papers""","""Ron Kohavi ... [and others] (eds.)""","""Berlin ; New York : Springer, [2002] ©2002""","""Books""",9783540439691,"""Lecture notes in computer science ; 2356,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
5665,a5665,"""Understanding and using scientific evidence : how to critically evaluate data""","""Richard Gott and Sandra Duggan""","""London ; Thousand Oaks, Calif. : SAGE, 2003.""","""Books""",9780761970835,"""nan""","""nan"""
5666,a5666,"""Advancing strategic science : a spatial data infrastructure roadmap for the U. S. Geological Survey""","""Committee on Spatial Data Enabling USGS Strategic Science in the 21st Century, Mapping Science Committee, Board on Earth Sciences and Resources, Division on Earth and Life Studies, National Research Council of the National Academies""","""Washington, District of Columbia : National Academies Press, [2012] ©2012""","""Books""",9780309264587,"""nan""","""nan"""
5667,a5667,"""An introduction to statistical methods and data analysis""","""Lyman Ott""","""Third edition. Boston : PWS-Kent Pub. Co., [1988] ©1988""","""Books""",9780534919269,"""Duxbury series in statistics and decision sciences,Duxbury series in business statistics and decision sciences,""","""nan"""
5668,a5668,"""The manual of strategic economic decision making : using Bayesian belief networks to solve complex problems""","""Jeff Grover""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319484143,"""nan""","""nan"""
